Schoolid	adjacentschool	parkinglotc	parkinglotb	altparking	bikeracks	segments	Walkscore	LICOATda	SamplingQuadrant	sidewalkboth	sidewalkbothperc	sidewalkone	sidewalkoneperc	parkingsignboth	parkingsignbothperc	parkingsignone	parkingsignoneperc	mountableboth	mountablebothperc	mountableone	mountableoneperc	speedlimitsign	speedlimitsignperc	speedlimit40	speedlimit40perc	speedlimit30	speedlimit30perc	marking	markingperc	obstructions	obstructionsperc	dropoffc	dropoffcperc	dropoffb	dropoffbperc	publicspaces	publicspacesperc	graffiti	graffitiperc	garbage	garbageperc	entrance	entranceperc	device	deviceperc	bikeinfra	bikeinfraperc	caroccupant	caroccupantprop	pedcount	pedcountprop	bikecount	bikecountprop	Other	Otherprop	bussed	enrolment	Bussedprop	ActiveT	ActiveTprop	TotalCount	DanBehaCongestion	DanBehaAdultCrossG	DanBehaChildCrossG	DanBehaDrivDoublePark	DanBehaDrivDropOffOppSide	DanBehaDrivBlockView	DanBehaDrivParkBlock	DanBehaDrivNotFollControls	DanBehaDrivBackUp	DanBehaDrivTexting	DanBehaDrivPhone	DanBehaDrivUTurn	DanBehaTruck	DanBehaPedNotFolControlsA	DanBehaPedNotFolControlsC	DanBehaPedNotFolCrossGA	DanBehaPedNotFolCrossGC	DanBehaPedJayWalkA	DanBehaPedJayWalkC	DanBehaPedDeviceA	DanBehaPedDeviceC	DanBehaPedBetParkCarsA	DanBehaPedBetParkCarsC	ActLivClassEnv	CHASEYEAR	City	Newbussedprop	NewActiveT	NewActiveTProp
"MTL4636"	1.0	1.0	0.0	0.0	1.0	3.0	81.0	0.141	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	1.0	0.3333333333333333	1.0	1.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	38.0	0.6031746031746031	25.0	0.3968253968253968	0.0	0.0	0.0	0.0	215.0	379.0	0.5672823218997362	25.0	0.3968253968253968	63.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	4.0	2018.0	"MTL"	0.5672823218997362	25.0	0.3968253968253968
"PEL1"	0.0	0.0	0.0	1.0	1.0	4.0	73.0	0.047	3.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	0.75	0.0	0.0	0.0	0.0	1.0	0.75	1.0	0.75	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.75	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	0.0	0.0	65.0	0.3987730061349693	85.0	0.5214723926380368	9.0	0.05521472392638037	4.0	0.024539877300613498	44.0	213.0	0.20657276995305165	94.0	0.5766871165644172	163.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	2018.0	"PEL"	0.20657276995305165	98.0	0.6012269938650306
"PEL10"	0.0	1.0	0.0	0.0	0.0	4.0	51.0	0.16399999999999998	4.0	0.0	0.75	0.0	0.75	0.0	0.25	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.25	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	107.0	0.481981981981982	97.0	0.4369369369369369	18.0	0.08108108108108109	0.0	0.0	2.0	371.0	0.005390835579514825	115.0	0.5180180180180181	222.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.005390835579514825	115.0	0.5180180180180181
"PEL11"	1.0	1.0	0.0	1.0	0.0	3.0	80.0	0.179	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	1.0	1.0	1.0	1.0	55.0	0.34810126582278483	103.0	0.6518987341772152	0.0	0.0	0.0	0.0	165.0	392.0	0.42091836734693877	103.0	0.6518987341772152	158.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.42091836734693877	103.0	0.6518987341772152
"PEL117"	0.0	1.0	0.0	0.0	1.0	4.0	21.0	0.055	1.0	0.0	0.5	1.0	1.0	0.0	0.25	1.0	0.75	0.0	0.0	0.0	0.25	1.0	0.5	1.0	0.5	0.0	0.0	1.0	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	0.0	0.0	115.0	0.46747967479674796	81.0	0.32926829268292684	44.0	0.17886178861788618	6.0	0.024390243902439025	111.0	374.0	0.2967914438502674	125.0	0.508130081300813	246.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"PEL"	0.2967914438502674	131.0	0.532520325203252
"PEL119"	1.0	1.0	0.0	1.0	0.0	3.0	42.0	0.065	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	62.0	0.44285714285714284	68.0	0.4857142857142857	6.0	0.04285714285714286	4.0	0.02857142857142857	23.0	216.0	0.10648148148148148	74.0	0.5285714285714286	140.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.10648148148148148	78.0	0.5571428571428572
"PEL121"	0.0	1.0	0.0	0.0	1.0	3.0	46.0	0.07	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	82.0	0.21354166666666666	281.0	0.7317708333333334	15.0	0.0390625	6.0	0.015625	7.0	413.0	0.01694915254237288	296.0	0.7708333333333334	384.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	2018.0	"PEL"	0.01694915254237288	302.0	0.7864583333333334
"PEL124"	0.0	1.0	0.0	0.0	0.0	4.0	37.0	0.131	2.0	0.0	0.5	0.0	0.5	0.0	0.25	1.0	0.75	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.25	1.0	0.5	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	44.0	0.37606837606837606	70.0	0.5982905982905983	1.0	0.008547008547008548	2.0	0.017094017094017096	335.0	491.0	0.6822810590631364	71.0	0.6068376068376068	117.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	2018.0	"PEL"	0.6822810590631364	73.0	0.6239316239316239
"PEL125"	0.0	1.0	0.0	0.0	1.0	3.0	63.0	0.225	4.0	0.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.0	1.0	0.6666666666666666	1.0	0.3333333333333333	1.0	0.3333333333333333	1.0	0.3333333333333333	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	69.0	0.27058823529411763	169.0	0.6627450980392157	9.0	0.03529411764705882	8.0	0.03137254901960784	57.0	364.0	0.1565934065934066	178.0	0.6980392156862745	255.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.1565934065934066	186.0	0.7294117647058823
"PEL13"	1.0	1.0	0.0	1.0	1.0	5.0	45.0	0.077	1.0	0.0	0.4	1.0	1.0	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.0	0.0	0.0	0.4	0.0	0.0	1.0	0.2	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8	0.0	0.0	1.0	0.2	64.0	0.3855421686746988	98.0	0.5903614457831325	2.0	0.012048192771084338	2.0	0.012048192771084338	88.0	378.0	0.2328042328042328	100.0	0.6024096385542169	166.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.2328042328042328	102.0	0.6144578313253012
"PEL130"	0.0	1.0	1.0	0.0	1.0	4.0	31.0	0.07200000000000001	1.0	0.0	0.5	0.0	0.5	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.25	1.0	0.5	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1.0	0.5	0.0	0.0	272.0	0.6252873563218391	162.0	0.3724137931034483	0.0	0.0	1.0	0.0022988505747126436	149.0	661.0	0.2254160363086233	162.0	0.3724137931034483	435.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	2018.0	"PEL"	0.2254160363086233	163.0	0.37471264367816093
"PEL132"	0.0	1.0	1.0	0.0	1.0	3.0	34.0	0.08199999999999999	2.0	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.6666666666666666	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	1.0	0.3333333333333333	1.0	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	211.0	0.4953051643192488	212.0	0.49765258215962443	3.0	0.007042253521126761	0.0	0.0	120.0	588.0	0.20408163265306123	215.0	0.5046948356807511	426.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"PEL"	0.20408163265306123	215.0	0.5046948356807511
"PEL133"	0.0	1.0	0.0	0.0	1.0	4.0	54.0	0.07	3.0	0.0	0.5	1.0	1.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	1.0	0.0	0.0	246.0	0.3153846153846154	519.0	0.6653846153846154	11.0	0.014102564102564103	4.0	0.005128205128205128	11.0	663.0	0.016591251885369532	530.0	0.6794871794871795	780.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.016591251885369532	534.0	0.6846153846153846
"PEL135"	0.0	1.0	0.0	0.0	0.0	4.0	27.0	0.065	1.0	0.0	0.5	1.0	1.0	0.0	0.25	1.0	0.75	1.0	0.75	0.0	0.75	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.25	0.0	0.0	276.0	0.71875	107.0	0.2786458333333333	1.0	0.0026041666666666665	0.0	0.0	543.0	1100.0	0.49363636363636365	108.0	0.28125	384.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2018.0	"PEL"	0.49363636363636365	108.0	0.28125
"PEL136"	1.0	1.0	0.0	0.0	1.0	4.0	44.0	0.076	1.0	0.0	0.75	1.0	1.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	0.0	0.0	161.0	0.28097731239092494	400.0	0.6980802792321117	12.0	0.020942408376963352	0.0	0.0	112.0	842.0	0.1330166270783848	412.0	0.7190226876090751	573.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	2018.0	"PEL"	0.1330166270783848	412.0	0.7190226876090751
"PEL137"	0.0	1.0	0.0	0.0	1.0	3.0	21.0	0.078	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.6666666666666666	1.0	0.3333333333333333	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.3333333333333333	0.0	0.0	213.0	0.3397129186602871	377.0	0.6012759170653907	35.0	0.05582137161084529	2.0	0.003189792663476874	100.0	768.0	0.13020833333333334	412.0	0.6570972886762361	627.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	2018.0	"PEL"	0.13020833333333334	414.0	0.6602870813397129
"PEL14"	0.0	1.0	0.0	0.0	1.0	4.0	59.0	0.040999999999999995	3.0	0.0	0.75	1.0	1.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.75	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	54.0	0.6428571428571429	18.0	0.21428571428571427	10.0	0.11904761904761904	2.0	0.023809523809523808	0.0	126.0	0.0	28.0	0.3333333333333333	84.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.0	30.0	0.35714285714285715
"PEL16"	0.0	1.0	0.0	0.0	1.0	1.0	47.0	0.084	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	75.0	0.5905511811023622	47.0	0.3700787401574803	5.0	0.03937007874015748	0.0	0.0	57.0	241.0	0.23651452282157676	52.0	0.4094488188976378	127.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.23651452282157676	52.0	0.4094488188976378
"PEL17"	0.0	1.0	0.0	0.0	0.0	1.0	52.0	0.045	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	50.0	0.5494505494505495	32.0	0.3516483516483517	4.0	0.04395604395604396	5.0	0.054945054945054944	195.0	282.0	0.6914893617021277	36.0	0.3956043956043956	91.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2018.0	"PEL"	0.6914893617021277	41.0	0.45054945054945056
"PEL18"	0.0	1.0	1.0	0.0	1.0	1.0	63.0	0.09699999999999999	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	82.0	0.3744292237442922	125.0	0.5707762557077626	8.0	0.0365296803652968	4.0	0.0182648401826484	141.0	569.0	0.2478031634446397	133.0	0.6073059360730594	219.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	2018.0	"PEL"	0.2478031634446397	137.0	0.6255707762557078
"PEL19"	0.0	1.0	0.0	0.0	0.0	4.0	68.0	0.051	3.0	1.0	1.0	1.0	1.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.75	0.0	0.0	0.0	0.0	82.0	0.27702702702702703	210.0	0.7094594594594594	4.0	0.013513513513513514	0.0	0.0	331.0	708.0	0.4675141242937853	214.0	0.722972972972973	296.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.4675141242937853	214.0	0.722972972972973
"PEL20"	1.0	1.0	0.0	0.0	1.0	4.0	46.0	0.064	1.0	1.0	1.0	1.0	1.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	105.0	0.603448275862069	63.0	0.3620689655172414	5.0	0.028735632183908046	1.0	0.005747126436781609	294.0	412.0	0.7135922330097088	68.0	0.39080459770114945	174.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.7135922330097088	69.0	0.39655172413793105
"PEL21"	0.0	1.0	0.0	1.0	1.0	4.0	35.0	0.067	1.0	0.0	0.5	0.0	0.5	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.25	0.0	0.0	63.0	0.38181818181818183	93.0	0.5636363636363636	5.0	0.030303030303030304	4.0	0.024242424242424242	78.0	235.0	0.33191489361702126	98.0	0.593939393939394	165.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.33191489361702126	102.0	0.6181818181818182
"PEL23"	0.0	1.0	0.0	0.0	0.0	2.0	54.0	0.16899999999999998	4.0	0.0	0.5	1.0	1.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	51.0	0.2698412698412698	122.0	0.6455026455026455	10.0	0.05291005291005291	6.0	0.031746031746031744	2.0	226.0	0.008849557522123894	132.0	0.6984126984126984	189.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.008849557522123894	138.0	0.7301587301587301
"PEL27"	0.0	0.0	0.0	0.0	1.0	2.0	48.0	0.111	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.5	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	1.0	0.5	1.0	1.0	1.0	0.5	69.0	0.49640287769784175	70.0	0.5035971223021583	0.0	0.0	0.0	0.0	267.0	375.0	0.712	70.0	0.5035971223021583	139.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	2018.0	"PEL"	0.712	70.0	0.5035971223021583
"PEL28"	1.0	1.0	1.0	1.0	0.0	7.0	81.0	0.051	3.0	0.0	0.14285714285714285	0.0	0.5714285714285714	1.0	0.5714285714285714	1.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.42857142857142855	0.0	0.2857142857142857	0.0	0.0	0.0	0.14285714285714285	1.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.2857142857142857	1.0	0.7142857142857143	0.0	0.0	131.0	0.4962121212121212	133.0	0.5037878787878788	0.0	0.0	0.0	0.0	65.0	602.0	0.1079734219269103	133.0	0.5037878787878788	264.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.1079734219269103	133.0	0.5037878787878788
"PEL29"	0.0	1.0	0.0	0.0	1.0	4.0	41.0	0.071	1.0	0.0	0.5	0.0	0.5	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	1.0	1.0	1.0	1.0	91.0	0.39565217391304347	139.0	0.6043478260869565	0.0	0.0	0.0	0.0	62.0	294.0	0.2108843537414966	139.0	0.6043478260869565	230.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.2108843537414966	139.0	0.6043478260869565
"PEL3"	0.0	1.0	0.0	0.0	1.0	4.0	72.0	0.051	3.0	1.0	1.0	1.0	1.0	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.0	0.0	0.0	94.0	0.25268817204301075	265.0	0.7123655913978495	8.0	0.021505376344086023	5.0	0.013440860215053764	58.0	400.0	0.145	273.0	0.7338709677419355	372.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2018.0	"PEL"	0.145	278.0	0.7473118279569892
"PEL30"	1.0	1.0	0.0	0.0	1.0	4.0	38.0	0.16699999999999998	2.0	1.0	1.0	1.0	1.0	0.0	0.25	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	1.0	0.25	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	80.0	0.2588996763754045	226.0	0.7313915857605178	2.0	0.006472491909385114	1.0	0.003236245954692557	331.0	648.0	0.5108024691358025	228.0	0.7378640776699029	309.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2018.0	"PEL"	0.5108024691358025	229.0	0.7411003236245954
"PEL31"	1.0	1.0	0.0	0.0	1.0	2.0	54.0	0.08	4.0	0.0	0.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	69.0	0.3317307692307692	134.0	0.6442307692307693	4.0	0.019230769230769232	1.0	0.004807692307692308	67.0	326.0	0.20552147239263804	138.0	0.6634615384615384	208.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	2018.0	"PEL"	0.20552147239263804	139.0	0.6682692307692307
"PEL34"	1.0	1.0	0.0	0.0	1.0	1.0	27.0	0.059000000000000004	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	109.0	0.6411764705882353	41.0	0.2411764705882353	19.0	0.11176470588235295	1.0	0.0058823529411764705	151.0	345.0	0.43768115942028984	60.0	0.35294117647058826	170.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2018.0	"PEL"	0.43768115942028984	61.0	0.3588235294117647
