Schoolid	City	CHASEYEAR	SUMIntersection	NbrTrafSignals	NbrCrossingGuard	NbrSchools	ShapeAreakm	Highwaykm	MinorRoadkm	MajorRoadkm	roadcovkm	SumComkm	SumGouvkm	SumOpenAreakm	SumParkkm	SumReskm	SumIndkm	ISPH1116	OPDbPC60Less	Pop2016	Pop2011	STDMulti	SUMOneway	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"TOR1102"	"TOR"	2018.0	132.0	12.0	2.0	2.0	0.711413537		12.44618634	2.862565942			0.029793649	0.023136658	0.002711826	0.462468516	0.193302886	498.2959789	1809.844863	12947.18111	8382.115122	5804.423534	5.253911468	0.872573794	0.0	0.240327292	1.112901086	791.9338805	1057.869588	876.2502935	1142.186001	0.0	1.082986047	0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR1108"	"TOR"	2018.0	136.0	13.0	5.0	8.0	1.902857089		18.904279	6.047282658			0.047692478	0.004535539	0.198102549	1.648652397	0.003874135	269.312265	2381.345441	9328.117561	9187.437725	1292.193384	1.088622595	1.903419366	0.0	0.0	1.903419366	1546.952469	2195.430489	1635.887945	2284.365964	0.0	0.359811234	0.0	0.0	0.0	0.0	5.0	1.0	0.0
"TOR118"	"TOR"	2018.0	65.0	16.0	0.0	2.0	5.351200383	0.318926353	10.65568996	19.6312932	30.60590951	0.104734114	0.018686106	0.481423588	0.520990553	0.419649486	3.782542565	1019.508693	430.7132106	8777.438157	8974.078684	2019.368753	4.303698015	0.0	0.635768112	0.0	0.635768112	1445.565803	2004.423238	1568.027976	2126.88541	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR127"	"TOR"	2018.0	97.0	10.0	1.0	7.0	1.820537638	0.411848915	15.65393337	6.351842259	22.41762454	0.036640485	0.243102636	0.040408853	0.198403697	1.204355411	0.097626569	346.1104433	1064.220435	8912.323536	8628.89641	2193.255355	2.840810121	0.0	0.0	0.0	0.0	1030.632596	1430.900499	1121.05752	1521.325423	0.0		0.0	0.0	0.0	0.0	0.0	4.0	2.0
"TOR142"	"TOR"	2018.0	73.0	16.0	2.0	5.0	2.409082758	5.081327684	4.567467139	13.05713423	22.70592905	0.010913906	0.141875675	0.25542905	0.720521473	0.328420206	0.922528858	1919.760659	768.8034549	20404.74353	18510.50935	7691.911587	13.49761189	0.0	1.886315598	0.0	1.886315598	2672.707972	3740.533258	2903.820478	3971.645764	0.0		0.0	0.0	0.0	0.0	0.0	3.0	0.0
"TOR152"	"TOR"	2018.0	129.0	12.0	1.0	2.0	2.632192252	1.984347505	15.44417041	13.14315953	30.57167745		0.06831336	0.564806702	0.090583498	0.874450081	1.03403858	248.8511497	744.5521968	6017.861585	5050.663075	1315.11956	8.54112767	0.0	0.110197908	0.764484378	0.874682286	644.1977003	859.8163037	726.9138497	942.5324531	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR156"	"TOR"	2018.0	111.0	10.0	4.0	2.0	0.685752109		8.905710695	4.615040782			0.12571421	0.030465712	0.122249504	0.363550174	0.043772496	210.3090273	1347.253102	7659.74031	6410.558013	2950.699966	4.623807479	1.120156777	0.826638132	0.086230608	2.033025517	589.810415	739.7113447	668.4242249	818.3251545	0.0	1.268529898	0.0	0.0	0.0	0.0	4.0	0.0	0.0
"TOR157"	"TOR"	2018.0	43.0	7.0	0.0	1.0	0.857196129	2.885555436	2.950164252	6.438935868	12.27465556		5.32639E-6	0.127127563	0.062991467	0.336621493	0.330450285	595.3049984	297.457281	5960.356144	6111.338055	1725.61334	6.078100516	0.0	0.0	0.0	0.0	981.8030842	1310.152941	1043.769338	1372.119195	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR170"	"TOR"	2018.0	49.0	10.0	3.0	3.0	3.36966275		10.41034452	5.83553179		0.044442525	1.019927351	0.842412631	0.817316023	0.287494423	0.358069799	684.060449	470.9096365	5252.583753	5460.617076	1253.976379	1.378031932	0.0	2.225149889	0.0	2.225149889	678.5537082	990.9847235	744.1585882	1056.589604	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR174"	"TOR"	2018.0	53.0	6.0	2.0	1.0	0.50193856		7.183646088	1.618831738		2.59575E-5	0.033150131	0.002797494	0.00612892	0.459836059		300.9287312	758.729663	4538.080811	4526.869461	711.0396202	2.76370677	0.0	0.0	0.022628273	0.022628273	576.0601533	853.7576649	631.3708414	909.068353	0.0	0.183215099	0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR189"	"TOR"	2018.0	127.0	11.0	4.0	2.0	0.788974482		11.28801358	3.204897669			0.026583749	0.046242172	0.205866651	0.485171345	0.003175834	291.9522068	2017.948028	6897.785111	7204.554011	2211.878104	3.974609241	1.423679938	1.603432144	0.266351395	3.293463478	791.3264553	1126.094013	855.6899625	1190.45752	0.0	2.977866543	0.0	2.0	4.0	0.0	4.0	2.0	0.0
"TOR198"	"TOR"	2018.0	108.0	20.0	1.0	3.0	2.183706332	2.343257896	9.63890695	14.88389857	26.86606342	0.204370071	0.159862202	0.152408166	0.490455776	1.057227564	0.119382556	754.6090328	871.0644585	11122.59181	9773.668071	3795.620802	10.90677009	0.0	3.624217062	0.844673498	4.46889056	870.7552345	1219.150553	981.0233238	1329.418642	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR206"	"TOR"	2018.0	26.0	7.0	1.0	3.0	0.658070821		5.019012821	1.965797364		0.089842749	0.167837604	0.002397803	0.030562845	0.35361177	0.013818057	383.2690459	662.4328875	4971.858652	4904.613361	1200.14291	0.026125876	0.0	0.0	0.0	0.0	841.1314384	1181.487025	876.5394843	1216.895071	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"TOR21"	"TOR"	2018.0	40.0	3.0	2.0	3.0	0.616621614		7.942921886	1.18518212		3.08026E-5	0.040905047	0.001630524	0.040472291	0.533582959		100.8456983	998.1675657	3552.22999	3554.428035	242.5241959		0.0	0.48642132	0.0	0.48642132	614.6855348	853.7527752	641.0720089	880.1392493	0.0	0.019180767	0.0	0.0	0.0	0.0	2.0	1.0	0.0
"TOR220"	"TOR"	2018.0	46.0	1.0	0.0	1.0	0.981488996		8.465755366	3.006249713			0.046174034	0.041148987	0.156211705	0.681572777	0.056381477	115.7200945	570.3867883	2983.787174	2990.690612	258.9052056	1.417416189	0.0	1.244720766	0.0	1.244720766	417.5351365	602.2237885	439.4668337	624.1554857	0.0	0.414848571	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR225"	"TOR"	2018.0	64.0	10.0	0.0	2.0	1.050144035		10.76638307	2.368470088		9.68955E-5	0.024840181	0.015671587	0.148381583	0.466652063	0.394501741	184.2812574	552.3898367	5037.008181	5288.23541	653.6385333	0.360268937	0.212450603	1.282662634	0.0	1.495113237	670.1240303	985.6314296	735.1685484	1050.675948	0.0	0.418927619	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR273"	"TOR"	2018.0	126.0	10.0	2.0	2.0	1.468130066		11.94717765	8.73389426		7.94227E-4	0.09620493	0.104385968	0.24014979	0.936235201	0.088931348	192.9409078	1694.697975	6369.686098	6231.961596	2279.790245	1.972004325	1.364354721	2.06489626	0.85489966	4.284150641	482.2777398	784.0277159	513.0549444	814.8049206	0.0	0.218543115	0.0	0.0	0.0	0.0	2.0	1.0	2.0
"TOR276"	"TOR"	2018.0	51.0	4.0	0.0	3.0	2.394471942	4.240164608	5.739183831	9.231694005	19.21104244	0.059637489		0.25529541	1.272295961	0.737714271		128.8585505	32.38802008	3636.800158	3668.699168	436.5577398	10.45994748	0.0	0.0	1.544728914	1.544728914	417.3615676	643.4445095	450.9545668	677.0375087	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR278"	"TOR"	2018.0	25.0	5.0	3.0	3.0	0.551187576		4.598053371	2.087950165		0.001651271	1.68434E-4	0.023470861	0.041096869	0.484800146		398.6535916	530.775615	5023.874335	5070.868045	1496.339519	0.809376158	0.0	0.429261305	0.0	0.429261305	618.2531883	904.4361805	660.8972789	947.0802712	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR296"	"TOR"	2018.0	62.0	6.0	1.0	2.0	0.658672864		6.710676891	2.725381174		0.062122015	0.046967816	0.002099805	0.100759742	0.441920341	0.004803141	96.38235672	824.4223322	3033.672793	3021.954796	708.445553	0.41866513	0.0	0.223812359	0.0	0.223812359	340.0805772	475.7975109	374.1021855	509.8191193	0.0	0.839613922	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR333"	"TOR"	2018.0	159.0	17.0	6.0	13.0	2.446966849		28.30730869	9.189851674		0.002005879	0.075088475	0.041708027	0.069510743	2.255707244	0.002946489	811.9024842	1451.47193	13701.07652	13568.09633	1437.422413	0.524176916	1.616326995	0.0	0.0	1.616326995	2474.008689	3501.925795	2619.560915	3647.47802	0.0	1.010528485	2.0	0.0	0.0	0.0	6.0	1.0	0.0
"TOR339"	"TOR"	2018.0	119.0	13.0	1.0	7.0	3.103829325		23.31067297	9.268481594		0.087615522	0.257559555	0.08491994	0.269537834	2.290300974	0.113895501	1733.596654	1003.170254	14077.85132	14193.47335	2861.685135		0.0	2.838780162	0.0	2.838780162	1080.201568	1661.965222	1198.35146	1780.115114	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"TOR349"	"TOR"	2018.0	37.0	16.0	1.0	4.0	2.44287447		6.240905053	8.684490751			0.020658215	0.006232127	0.158511885	0.484244903	1.77322734	124.5083113	83.71475043	2962.634556	3072.962705	432.6486997		0.532713674	0.95563008	0.0	1.488343754	243.0277927	347.4481728	260.9977139	365.4180941	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR37"	"TOR"	2018.0	45.0	8.0	0.0	1.0	0.678048629		4.739431166	3.427093464				0.00238804	0.046751838	0.546114457	0.07061135	51.07757077	948.3902341	3340.792503	3181.244509	628.9043026	0.051218259	0.0	0.938970975	0.0	0.938970975	439.2599126	620.2566836	469.808324	650.805095	0.0		0.0	0.0	0.0	0.0	0.0	3.0	0.0
"TOR4"	"TOR"	2018.0	33.0	4.0	1.0	1.0	0.685858243		5.207202683	3.189434647		2.11422E-4	0.001763119	0.04887793	0.035126859	0.513760755	0.081524539	99.4153607	129.7765607	2726.141018	2702.485363	192.6402141		0.571213236	0.0	0.0	0.571213236	329.9934899	505.2236493	346.6563872	521.8865466	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR411"	"TOR"	2018.0	106.0	9.0	0.0	2.0	2.254276157	6.788270139	13.05041973	9.596472201	29.43516207	0.133114831	0.096354541	0.208785369	0.590360033	1.186889317	0.038772075	410.9293731	171.3720045	7326.132367	7275.925364	582.5599338	11.37415714	0.0	0.0	0.0	0.0	862.2551785	1268.642035	942.3851337	1348.77199	0.0		0.0	0.0	0.0	0.0	0.0	4.0	0.0
"TOR42"	"TOR"	2018.0	53.0	7.0	0.0	1.0	1.143983579	0.658741119	4.902203066	8.119340526	13.68028471		0.028441884	0.072166829	0.148153361	0.464567531	0.430653987	266.939408	20.23282884	5163.383967	5270.026697	636.5166625	4.261163257	0.0	0.0	0.0	0.0	620.4412793	936.010117	690.5497413	1006.118579	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"TOR427"	"TOR"	2018.0	152.0	30.0	2.0	7.0	1.282933323		12.48740787	10.74168208		0.089915041	0.195426402	0.016689311	0.132443434	0.848459121		2334.370383	2367.698292	30280.71278	22580.28696	18059.41147	7.142415747	0.867344848	0.460589828	0.727445143	2.055379819	1129.005712	1447.948181	1365.229274	1684.171743	0.0	0.814741051	0.0	0.0	0.0	0.0	2.0	2.0	0.0
"TOR441"	"TOR"	2018.0	49.0	7.0	2.0	2.0	0.673359685		5.568485781	4.022001636		1.87839E-5	0.037760929	0.038830002	0.130240654	0.462265518	0.004243793	225.7806678	611.3972239	3448.277379	3188.924251	726.8374712	2.141110479	0.0	0.0	0.0	0.0	390.4356325	574.5220561	419.7782033	603.8646269	0.0		0.0	0.0	0.0	0.0	0.0	2.0	0.0
"TOR444"	"TOR"	2018.0	148.0	17.0	1.0	4.0	0.968749736		12.39680481	7.114097078			0.481704916	0.050485963	0.045858812	0.390700052		248.7608079	1804.000002	6863.999311	7285.348378	2156.963811	9.019989895	0.268164977	0.0	2.228563132	2.496728109	371.3839964	528.2252021	406.6763828	563.5175885	0.0		0.0	1.0	4.0	0.0	3.0	0.0	0.0
"TOR449"	"TOR"	2018.0	84.0	13.0	3.0	3.0	0.671608265		8.695495611	3.040068666			0.044878277	0.013139162	0.058530267	0.510929878	0.044130693	124.33651	1292.588209	5339.914814	5178.984033	1181.368706	1.624467428	0.949636334	0.407218388	0.009445389	1.366300111	722.356926	1011.657978	787.9478088	1077.248861	0.0	0.336715448	0.0	0.0	0.0	0.0	2.0	4.0	0.0
"TOR452"	"TOR"	2018.0	37.0	10.0	0.0	4.0	0.792187164	1.750858536	3.541508877	5.571681873	10.86404929	0.19738575	0.012389473	0.084230994	0.02127993	0.4766766	2.24419E-4	752.2820511	230.1086182	3866.497088	3945.783533	807.1356653	5.369483247	0.926345278	0.0	0.0	0.926345278	502.1694747	718.2467881	520.1711919	736.2485052	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR459"	"TOR"	2018.0	33.0	6.0	1.0	2.0	0.800859162		5.91848917	3.343745704		0.116184609	0.06916286	0.016465116	0.04576261	0.514850815	0.038433162	244.5912915	800.5657858	3760.099326	3579.190431	472.8854631	0.109433861	0.0	0.0	0.0	0.0	449.2225969	657.7975529	484.9282289	693.5031849	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR460"	"TOR"	2018.0	58.0	4.0	0.0	3.0	1.168485338		7.490907352	4.640636367		0.084488561	0.19493692	0.091918115	0.150105901	0.647030743	5.09773E-6	477.120603	684.3640554	8188.298317	8359.250814	2226.646492	2.579027171	0.865713223	0.838063127	0.0	1.703776351	1125.272607	1609.365265	1206.854873	1690.947531	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR461"	"TOR"	2018.0	87.0	7.0	4.0	6.0	1.394739797		10.36834617	6.362076065			0.050291757	0.002721242	0.377426	0.964300795		259.4473915	2191.489527	8317.070515	8083.363604	1080.583739	1.290839379	0.0	1.674374285	0.542983168	2.217357452	1439.052307	1971.226054	1544.228031	2076.401779	0.0	5.125965567	0.0	1.0	5.0	0.0	4.0	0.0	0.0
"TOR48"	"TOR"	2018.0	102.0	3.0	0.0	3.0	2.845430713		21.39976542	6.466368525		0.035155359	0.177668487	0.172182926	0.381834722	2.024339591	3.95259E-4	70.3236677	145.7556183	8307.687517	8307.141	106.7857516	1.236141438	0.301103453	0.776322053	0.0	1.077425505	1067.502443	1622.553772	1141.16043	1696.211759	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR49"	"TOR"	2018.0	47.0	4.0	1.0	4.0	0.796859487		7.309840342	2.721876896			0.087293613	0.013234072	0.021185107	0.675029911	1.16781E-4	282.2748953	96.96813066	3770.141408	3926.789921	236.989373		0.781792492	0.560161832	0.0	1.341954323	399.8850896	577.7914783	429.7659198	607.6723086	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR505"	"TOR"	2018.0	63.0	6.0	2.0	1.0	1.159413099		8.892478135	3.495896289			0.00755712	0.018885255	0.224276578	0.521676034	0.387018107	398.0749093	750.6830729	6799.957177	6354.556148	1375.306655	0.710466682	0.0	1.404903227	0.0	1.404903227	1030.099576	1553.342472	1108.940896	1632.183792	0.0		0.0	0.0	0.0	0.0	2.0	1.0	0.0
"TOR506"	"TOR"	2018.0	39.0	2.0	0.0	2.0	0.433968238		4.976890548	1.413356001				0.002269205	0.074483144	0.308903055	0.019803811	99.7913535	751.0391474	3344.976057	3306.908612	762.938172		0.0	0.960396693	0.0	0.960396693	589.9539407	818.2206857	640.6070537	868.8737988	0.0		0.0	0.0	0.0	0.0	0.0	0.0	2.0
"TOR509"	"TOR"	2018.0	55.0	4.0	3.0	4.0	1.048955221	2.021889949	8.568132493	5.16854632	15.75856876	3.34363E-5	0.136783609	0.053799599	0.067632151	0.790706429		82.96162134	471.6384014	5166.20145	5284.31057	1038.691381	3.884674307	0.0	0.0	0.0	0.0	569.3802935	844.8943486	589.0790019	864.593057	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR513"	"TOR"	2018.0	98.0	11.0	2.0	4.0	2.91304689		18.69503238	10.29305456		0.125939459	0.095146728	0.01745114	2.498093898	0.111181065	0.042406058	451.9621826	988.4013674	7179.209999	6860.502405	878.5722897	4.224899601	0.0	2.003385427	0.955805431	2.959190858	912.2604999	1328.798904	967.5078738	1384.046278	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR514"	"TOR"	2018.0	108.0	10.0	3.0	3.0	1.117182299	1.534785128	13.6220958	4.382264756	19.53914568		0.019577202	0.024100208	0.005904091	1.027377515	0.040223274	1118.903416	1787.09173	12055.63162	11977.14871	3649.914689	4.317917237	2.430116209	1.238031125	0.755263322	4.423410656	1555.164633	2170.769785	1693.48664	2309.091792	0.0	3.085396177	0.0	0.0	0.0	0.0	3.0	1.0	0.0
"TOR515"	"TOR"	2018.0	63.0	2.0	0.0	1.0	2.057818034	2.090170329	12.4581039	6.556225059	21.10449929	1.45455E-4		0.053081457	0.491382072	1.236273288	0.126979696	52.52741056	399.3411434	4288.984126	4334.995837	113.6312287	4.54012261	0.427132423	1.05009795	0.0	1.477230373	507.6516632	757.3713506	539.4798705	789.1995579	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR521"	"TOR"	2018.0	50.0	13.0	1.0	2.0	1.025940474		7.298518002	4.838104463		0.088631829	0.0692112	0.01097567	0.090610935	0.596511124	0.169999718	853.8344609	1455.437497	7253.398509	7128.032676	2096.982326	1.148934933	0.0	0.439534932	0.0	0.439534932	914.7158178	1309.830195	989.3277964	1384.442173	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR525"	"TOR"	2018.0	86.0	11.0	2.0	2.0	1.776479573		14.71902064	6.053864849		1.54038E-4	0.034118424	0.02891755	0.404262553	1.309027006		230.7961407	1809.093246	6967.620629	6996.459752	1070.478345	2.227465064	3.41384003	3.863076239	0.054975729	7.331891998	983.4259711	1491.910671	1056.270024	1564.754724	0.0	0.535656787	0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR528"	"TOR"	2018.0	95.0	15.0	6.0	2.0	1.561695471	4.738956558	11.66161153	6.245640949	22.64620904		0.032313203	0.133208446	0.369133479	0.991011626		472.7680361	2340.89495	9401.567598	9443.27846	2535.493597	5.897012854	0.011133648	4.56744944	1.13425185	5.712834938	1081.527186	1451.056502	1164.327982	1533.857298	0.0	1.149044199	0.0	0.0	0.0	0.0	2.0	4.0	0.0
"TOR534"	"TOR"	2018.0	21.0	1.0	1.0	2.0	0.965262467		4.984655326	1.212944046			0.024347972	0.013307074	0.429425538	0.464358253	0.033823628	332.0275972	400.7236157	4978.925022	4929.374207	1230.100226		0.0	1.043139059	0.0	1.043139059	980.2428468	1381.39704	1046.313971	1447.468164	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR55"	"TOR"	2018.0	112.0	29.0	1.0	8.0	1.056069235		6.743347364	10.48134231		1.90022E-4	0.152223371	0.011817146	0.11099027	0.780848414		2053.701874	2826.266891	30988.35554	27637.10924	18092.56489	4.037412618	2.544209882	0.0	1.473677666	4.017887548	1067.558526	1319.744222	1293.762342	1545.948039	0.0	0.388498122	0.0	0.0	0.0	0.0	1.0	3.0	0.0
"TOR555"	"TOR"	2018.0	37.0	5.0	0.0	5.0	1.014126512		5.250487646	4.255113569		0.036360643	0.216742131	0.02411666	0.073408066	0.364276185	0.299222831	446.496014	651.8785248	5910.014453	5459.724099	981.5441413	0.511624591	0.0	0.236422523	0.0	0.236422523	1130.473741	1587.68237	1212.36022	1669.568849	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR581"	"TOR"	2018.0	82.0	5.0	2.0	4.0	1.251189474	3.735860219	11.33450944	5.805230271	20.87559993	2.04233E-4	0.048312218	0.094875923	0.09703868	1.010758416		384.4068347	1100.549146	5684.321827	5671.818058	764.8168204	6.208257205	0.0	0.0	0.0	0.0	656.6677647	896.8616848	713.9976517	954.1915718	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR587"	"TOR"	2018.0	36.0	9.0	3.0	6.0	1.090841193		6.870095809	2.749524653		0.014172319	0.056626298	0.015123482	0.417778584	0.583408076		340.3767068	388.119457	4718.187152	4753.875831	913.5499747	0.406993824	0.115426216	1.718795482	0.0	1.834221698	628.2862376	972.0285519	698.324277	1042.066591	0.0		0.0	0.0	0.0	0.0	2.0	5.0	0.0
"TOR609"	"TOR"	2018.0	26.0	9.0	3.0	2.0	1.816271398		2.280162382	5.62206927		0.065066168		0.126769553	0.639945946	0.315747966	0.648253483	3741.906185	1394.628969	20015.13329	18548.0598	6524.007282	2.584751749	0.0	1.857120002	0.323015024	2.180135025	4499.00673	5787.127733	4843.312147	6131.433149	0.0		0.0	0.0	0.0	0.0	0.0	3.0	0.0
"TOR677"	"TOR"	2018.0	38.0	1.0	1.0	1.0	1.072773599	2.942807161	7.319350941	5.023894588	15.28605269		0.032905047	0.138881518	0.186584201	0.674758059	0.039644763	727.0718234	359.771021	6439.86703	5922.190244	1456.556153	7.777355904	0.0	0.0	0.0	0.0	1073.750679	1490.979769	1152.381484	1569.610574	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR698"	"TOR"	2018.0	119.0	28.0	2.0	5.0	2.57136109	5.58878676	16.62960356	11.2810818	33.49947212	0.638893283	0.092616329	0.248323149	0.341059919	0.744376716	0.424820116	1885.539206	4813.966962	25219.35978	21700.16287	13607.46604	16.13758018	0.0	4.526856629	0.0	4.526856629	1611.95913	2210.739645	1848.667583	2447.448099	0.0	3.866121787	0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR72"	"TOR"	2018.0	23.0	5.0	0.0	1.0	0.931251772		2.824495	3.415014393		0.001930668	0.021981153	0.013727287	0.347008468	0.476378623	0.070225582	777.605223	622.8588279	7069.113502	7205.391304	2030.145862	0.426128707	0.0	0.918068066	0.0	0.918068066	1347.340822	1842.797748	1456.320355	1951.777281	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR733"	"TOR"	2018.0	62.0	8.0	0.0	3.0	1.676231942	1.524321314	9.120053996	7.1521936759999996	17.79656899		0.200157791	0.056493637	0.220627165	1.149694364	0.00910252	146.2912828	33.97222128	4739.276597	4881.98603	193.6572253	4.162408578	0.0	0.0	1.075903116	1.075903116	430.7486935	700.6674864	461.6148711	731.5336639	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR747"	"TOR"	2018.0	121.0	14.0	2.0	2.0	1.161667425	1.799767423	10.33339489	7.950594214	20.08375653	0.066929791	0.06051776	0.046667241	0.219755569	0.467477664	0.297098737	872.2952906	1019.94657	18944.04518	14259.60265	10625.78042	7.61894912	1.804684871	1.58137637	1.979966913	5.366028155	966.1818746	1123.559952	1200.464551	1357.842629	0.0	0.652266658	0.0	6.0	3.0	0.0	2.0	0.0	0.0
"TOR754"	"TOR"	2018.0	49.0	3.0	0.0	2.0	0.857374387		7.311272221	3.675999637		1.53503E-4	0.062163395	0.031295682	0.047458845	0.713854333	0.002448631	616.4685077	173.8222787	6409.668645	6526.809237	1139.797249		1.262463733	0.0	0.0	1.262463733	686.5879721	978.237236	734.8099401	1026.459204	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR783"	"TOR"	2018.0	69.0	7.0	3.0	2.0	0.389661124		6.010458126	2.029511555			0.082986315	0.016899178	0.020530744	0.254547713	0.01469717	127.9746114	1316.559207	3985.899117	4039.826932	1359.884556	1.890570467	0.0	0.0	0.0	0.0	360.2611318	479.4446166	401.3831984	520.5666832	0.0	0.834942057	0.0	0.0	2.0	0.0	2.0	2.0	0.0
"TOR79"	"TOR"	2018.0	4.0	2.0	0.0	1.0	0.117810053		1.26092349	0.022430498				2.13255E-5	0.018261425	0.087322327	0.012204979	1686.448511	388.0436201	7503.134092	7561.623694	2770.704017		0.0	0.0	0.606404033	0.606404033	1326.964439	1722.653349	1430.502992	1826.191901	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"TOR814"	"TOR"	2018.0	114.0	8.0	2.0	6.0	2.227996361		13.29947529	9.206439176		0.245749555	0.328364278	0.06927698	0.474365296	1.068891019		707.3754919	158.981939	9049.498074	9091.141849	1665.299086	7.522923399	0.0	4.059258163	0.0	4.059258163	1084.947171	1611.544349	1187.175594	1713.772772	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR829"	"TOR"	2018.0	37.0	4.0	0.0	2.0	0.758655485		5.102211126	3.981191504			0.054603478	0.006048778	0.021855937	0.38222938	0.293917917	390.1032101	0.602694448	5480.371743	5735.780377	1199.178923		0.0	0.0	0.0	0.0	496.6308315	718.2097525	531.5826441	753.1615651	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR87"	"TOR"	2018.0	51.0	2.0	1.0	2.0	0.947852186		10.36215015	1.251644309			0.008630531	0.003691911	0.039055518	0.60251061	0.293963623	492.3234246	904.7234525	7049.043485	6197.817476	1356.436284	0.105999178	0.0	0.0	0.0	0.0	997.7299275	1450.251027	1072.897946	1525.419045	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"TOR908"	"TOR"	2018.0	73.0	16.0	0.0	2.0	2.155275822	2.560681079	7.475974333	11.03162358	21.06827899	0.021692861	0.188828634	0.202950154	0.523329813	0.671061076	0.424598729	1028.213122	1216.857353	15528.29055	10320.85979	7903.219632	9.129032269	0.255033883	5.135329117	2.416808843	7.807171843	1073.082373	1399.509301	1242.523202	1568.950129	0.0		0.0	0.0	0.0	0.0	0.0	3.0	0.0
"TOR913"	"TOR"	2018.0	100.0	10.0	4.0	2.0	0.854416099		11.54205272	3.383094952			0.037083973	0.012075354	0.229887923	0.526481517	0.048887321	214.133524	1251.680893	5561.507063	5754.686372	689.9868133	1.164465175	0.0	0.0	1.311833015	1.311833015	664.9036761	912.0503394	736.364328	983.5109913	0.0	2.071622512	0.0	0.0	0.0	0.0	1.0	4.0	4.0
"TOR915"	"TOR"	2018.0	54.0	12.0	8.0	2.0	0.576345494		6.168349979	3.155464246		0.020165139	0.052688206	0.005864248	0.058614555	0.415754849	0.023258504	942.937524	1295.521566	6731.563448	6504.688045	1928.282231	3.172643965	0.0	0.527298644	0.21189093	0.739189574	686.6315808	1015.732438	739.0066051	1068.107462	0.0	1.616501876	0.0	1.0	0.0	0.0	8.0	0.0	0.0
"TOR925"	"TOR"	2018.0	66.0	10.0	2.0	2.0	1.600707232		13.37787239	5.713586774		0.006837614	0.012006456	0.010723024	0.157416785	1.388727768	0.024995586	1866.947066	407.1707389	13060.47692	13196.39118	3877.813861		0.0	2.641823816	0.0	2.641823816	1091.392615	1704.683031	1190.44278	1803.733195	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"TOR932"	"TOR"	2018.0	41.0	3.0	0.0	1.0	0.580009263	4.610325254	2.376345206	8.338782734	15.32545319		0.014731949	0.143193617	0.07518437	0.185943546	0.160955785	2308.653535	298.1496218	10932.8126	7081.146107	3920.562306	11.79808409	0.0	0.0	0.0	0.0	1564.175564	2041.35699	1685.150232	2162.331658	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
