Schoolid	Entropie1000m	City	SUMIntersection	NbrSchools	PropIntersectionKm	SUMOnewaykm	PropOneWayKm	NbrCrossingGuard	PropCrossingGuardKm	NbrTrafSignals	Pop2016	Pop2011	Highwaykm	MajorRoadkm	MinorRoadkm	roadcovkm	ShapeAreakm	ISPH1116	OPDbPC60Less	STDMulti	SumParkkm	SumReskm	SumComkm	SumIndkm	SumOpenAreakm	SumGouvkm	CHASEYEAR	BikeClass01	BikeClass02	BikeClass03	BikeClassAll	AG112	AG117	AG012	AG017	NbrRaisedCrosswalk	SpeedHumpkm	NbrTrafficCircles	NbrMidBlockNarrowings	NbrCurbExtension	NbrDiverter	NbrCrosswalk	NbrFlashingCrosswalk	NbrSpeedActivatedSign
"VAN107"	0.150707639	"VAN"	282.0	2.0	6.1					15.0	14111.52485	14360.22607	0.0	6.148672345	39.89012748	46.03879982	1.734347346	1169.190173	911.1301784	3684.703472	0.054274884	1.628212711			0.023475427	0.028384262	2018.0	4.238296372	0.0	0.0	4.238296372	1460.961212	2197.686613	1579.692891	2316.418292	0.0	1.345620876	6.0	0.0	28.0	0.0	0.0	0.0	0.0
"VAN106"	0.33259448	"VAN"	275.0	3.0	7.0					13.0	13950.71798	13756.42717	0.0	6.965021733	32.45892434	39.42394607	1.521353015	978.8995639	786.1401256	3987.877546	0.069356666	1.274646457		0.023517528	0.10726653	0.046565827	2018.0	1.731839589	0.0	1.838121003	3.569960592	1347.556369	2055.74057	1458.010851	2166.195052	0.0	2.46781404	1.0	0.0	11.0	0.0	4.0	0.0	0.0
"TOR1013"	0.518785107	"TOR"	44.0	4.0	4.1			1.0	0.093	6.0	5050.193562	4823.594322	0.0	3.671522349	7.031796496	10.70331885	0.988415558	674.0692073	350.3631974	1219.613032	0.230922131	0.621703023	0.06178934	4.68586E-4	0.001633314	0.071899158	2018.0	0.149479829	1.675212621	0.0	1.82469245	427.2244252	663.6294602	472.5706861	708.9757211	0.0		0.0	0.0	0.0	0.0	0.0	1.0	0.0
"CAL289"	0.315086079	"CAL"	63.0	3.0	4.9	0.165	1.29			3.0	4044.978536	3966.659529	0.0	0.680152555	12.15446487	12.83461742	0.85884176	523.7046148	18.17138016	185.9648184	0.117162098	0.700022814		1.11512E-4	0.010238242	0.031307099	2018.0	0.0	1.771912212	0.0	1.771912212	632.8223212	920.832857	689.7148755	977.7254113	0.0	0.276133816	0.0	0.0	0.0	0.0	2.0	2.0	0.0
"VAN105"	0.248421025	"VAN"	316.0	4.0	7.5					9.0	12655.47541	12012.13712	0.0	4.729319317	37.14553932	41.87485864	1.56889072	620.2351506	1351.611721	3449.851042	0.102675299	1.381220675			0.029139245	0.0558555	2018.0	3.697034972	0.0	0.053440757	3.75047573	1594.894559	2244.107976	1717.859171	2367.072588	0.0	2.806794982	8.0	0.0	25.0	0.0	1.0	0.0	0.0
"VAN103"	0.232397126	"VAN"	330.0	3.0	7.2					10.0	11356.03455	10913.3769	0.0	4.931590994	40.73946743	45.67105843	1.626021736	392.3261979	2547.262299	3065.494305	0.09258673	1.449269216			0.05555115	0.028614602	2018.0	2.787017966	0.0	0.0	2.787017966	1247.113713	1656.303729	1384.07032	1793.260336	0.0	2.746634882	18.0	0.0	23.0	9.0	6.0	1.0	0.0
"VAN102"	0.372002321	"VAN"	254.0	1.0	6.9					11.0	7868.445605	7482.46906	0.0	6.263847016	30.34263045	36.60647746	1.504938293	275.7849453	1532.617433	1979.023649	0.245796729	1.162704404			0.056235596	0.035970126	2018.0	3.083648178	0.0	2.375964627	5.459612806	993.4642143	1426.47517	1054.279579	1487.290535	0.0	2.876696119	10.0	0.0	14.0	0.0	0.0	0.0	0.0
"VAN101"	0.433401738	"VAN"	277.0	1.0	6.8					11.0	6267.901917	6239.833297	0.0	6.760764324	34.03520335	40.79596768	1.68619617	253.7234502	1231.271549	1491.178256	0.09604071	1.297358032	0.045715767		0.101443684	0.145637975	2018.0	2.367246339	0.0	0.0	2.367246339	752.7064778	1080.287615	801.2478765	1128.829014	0.0	1.938938871	14.0	0.0	10.0	0.0	2.0	0.0	0.0
"CAL299"	0.497685498	"CAL"	77.0	3.0	5.9	0.401	3.08			5.0	3830.004374	3662.723579	0.0	2.59021621	10.44461937	13.03483558	0.9708805	261.4339747	139.2795957	574.382437	0.150256147	0.679270223		0.035096802	0.032759461	0.073497853	2018.0	0.0	0.989862645	0.143328676	1.133191321	613.3073028	820.3720891	669.0397569	876.1045432	0.0		0.0	0.0	0.0	0.0	4.0	2.0	0.0
"CAL30"	0.22276681	"CAL"	130.0	3.0	4.6					10.0	6364.917269	5854.818555	0.0	0.0	28.43022271	28.43022271	1.735881365	512.8499794	1242.910831	1085.835724	0.103695561	1.558839273		0.045924023	0.004358821	0.023063585	2018.0	1.555421453	0.776805719	0.429668947	2.761896119	785.3397044	1050.280285	873.023713	1137.964293	0.0	0.696689162	0.0	0.0	0.0	0.0	6.0	6.0	0.0
"CAL300"	0.372250522	"CAL"	114.0	2.0	6.1	0.401	2.15			5.0	3617.063225	3635.778407	0.0	0.401057856	18.25125987	18.65231772	1.157415331	149.573553	2.24831E-4	36.33116302	0.113250172	0.160851465		0.880505255	0.002808439		2018.0	0.0	1.883648365	0.0	1.883648365	404.0067028	617.7430013	438.3367904	652.0730889	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"TOR100"	0.746068663	"TOR"	58.0	3.0	5.2	2.936	26.21	1.0	0.089	11.0	10428.92047	10239.54679	0.0	7.562032953	3.641755519	11.20378847	1.042947086	1302.263413	648.351908	3022.336824	0.104937111	0.521426518	0.085276846	0.061707527	0.074517617	0.195081471	2018.0	0.0	0.0	0.0	0.0	1969.283314	2707.848206	2111.803429	2850.368321	0.0		0.0	0.0	0.0	0.0	1.0	2.0	0.0
"CAL301"	0.385991957	"CAL"	48.0	1.0	4.4	0.015	0.14			0.0	3223.057781	3214.016707	0.0	0.623007163	10.35022881	10.97323597	0.863684582	290.049896	0.0	7.476100269	0.100902279	0.639597007			0.123185292		2018.0	0.0	3.542861113	0.0	3.542861113	547.8556822	806.9870212	581.711656	840.842995	0.0		0.0	0.0	0.0	0.0	3.0	0.0	0.0
"SUR98"	0.287142554	"SUR"	94.0	3.0	4.8					12.0	7982.912084	6848.291376	0.0	7.397304612	12.0978429	19.49514752	1.434683279	660.1781104	365.4698343	2479.532961	0.071740551	1.207563263		7.04595E-5	0.008371406	0.146937575	2019.0	0.187285446	0.601346225	3.51720598	4.305837651	992.0494365	1378.479218	1088.114994	1474.544775	0.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR97"	0.247330816	"SUR"	70.0	4.0	4.5					6.0	6086.732651	5986.440098	0.0	5.395092897	10.32931042	15.72440331	1.360279686	538.9935402	80.60517406	1103.190929	0.025553459	1.160500811			0.172528206	9.87614E-4	2019.0	0.0	1.908913675	2.080726569	3.989640245	903.9496529	1296.624208	972.5034849	1365.17804	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR96"	0.524842089	"SUR"	78.0	3.0	4.4					7.0	6117.270144	5845.072142	0.0	8.788680685	8.896143983	17.68482467	1.409111298	623.5926208	43.96989596	1212.451329	0.08852016	0.936064338		0.252730632	0.025441511	0.10635463	2019.0	0.0	0.0	3.184809915	3.184809915	921.2235646	1350.260611	988.2270701	1417.264116	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR95"	0.065225968	"SUR"	108.0	1.0	5.2					4.0	3439.890852	3452.07827	0.0	4.060614315	16.62428863	20.68490294	1.332915668	163.8856138	104.2352877	151.1737771		1.296142507			0.036648644	1.24511E-4	2019.0	1.854196236	0.716935682	1.609435294	4.180567211	379.3471317	643.3031035	401.57305	665.5290218	0.0	0.486278437	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL31"	0.286224857	"CAL"	101.0	5.0	4.6					3.0	4825.059016	4672.691668	0.0	0.0	22.12818418	22.12818418	1.51107968	284.9056757	941.1886176	761.3943528	0.246147729	1.232966444			0.0114698	0.020495703	2018.0	1.240000069	0.598627334	0.205981238	2.044608641	584.5855369	839.258913	641.6952405	896.3686165	0.0		0.0	0.0	0.0	0.0	8.0	1.0	0.0
"SUR92"	0.300591649	"SUR"	42.0	3.0	4.9					3.0	3816.584815	3808.642114	0.0	2.907292506	5.658823502	8.566116008	0.950918437	224.8137432	31.27367427	762.7841652		0.740938333	0.015037202		0.194942903		2019.0	0.0	0.62019664	2.371402942	2.991599582	553.3089252	851.2897655	580.6406604	878.6215008	0.0	0.149980635	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR91"	0.268425219	"SUR"	57.0	2.0	4.2					1.0	5941.779259	4880.42179	0.0	4.14917256	9.31533646	13.46450902	1.195481343	569.8972912	12.61764093	1173.711368	0.220282205	0.965756538			0.009442576		2019.0	0.0	0.0	1.928104445	1.928104445	968.1912635	1339.927551	1031.68181	1403.418098	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR90"	0.30510573	"SUR"	105.0	2.0	5.6					2.0	6155.819187	6009.573141	0.0	4.4479253	14.31397498	18.76190028	1.558691591	504.8289359	29.72541309	923.5674163	0.055131801	1.309561902		0.048245848	0.145752046		2019.0	0.0	1.641570314	2.798489825	4.440060139	813.6249178	1270.401794	858.9435014	1315.720378	4.0	1.468875693	2.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR9"	0.13453852	"SUR"	224.0	2.0	7.5					4.0	8034.507863	3198.491034	0.0	3.545657036	26.42707446	29.97273149	1.436980289	269.1366693	4.576250467	749.4194953		1.332541819		2.55301E-4	0.10418316		2019.0	0.0	2.202931167	3.536195688	5.739126854	1553.194055	2067.769518	1700.48363	2215.059092	3.0	2.105933935	3.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL313"	0.357757042	"CAL"	53.0	4.0	5.0	0.052	0.49			2.0	3155.702006	3024.111736	0.0	0.665487212	9.910577283	10.57606449	0.766805461	390.3974061	3.986851423	165.2885769	0.133000439	0.592049733			0.013296863	0.028458419	2018.0	0.0	2.290320525	0.0	2.290320525	495.1307736	703.4742603	529.2469126	737.5903994	0.0		0.0	0.0	0.0	0.0	3.0	1.0	0.0
"SUR88"	0.293894669	"SUR"	47.0	1.0	4.4					2.0	2560.181635	2432.413687	0.0	1.84343786	8.829142552	10.67258041	0.822928569	135.7451988	243.0501171	330.37849	0.105959109	0.686968962	0.005229		0.008803258	0.015968242	2019.0	1.095519474	0.650169614	0.949636952	2.695326039	353.3946165	527.4553509	372.948874	547.0096084	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"TOR296"	0.50897966	"TOR"	118.0	2.0	5.5	0.465	2.18	1.0	0.047	6.0	6396.351818	6358.642789	0.0	4.257571833	17.05716532	21.31473715	1.588150905	184.9527882	1751.354544	1252.793722	0.053307414	1.053589377	0.08404121	0.34712758	0.003112459	0.046972859	2018.0	0.0	0.019642373	0.0	0.019642373	762.7884253	1064.987684	832.616712	1134.815971	0.0	2.407358436	0.0	0.0	0.0	0.0	1.0	0.0	0.0
"CAL316"	0.414665535	"CAL"	89.0	2.0	4.9	0.187	1.02			2.0	4143.647176	3816.159176	0.0	0.186556501	18.0995759	18.2861324	1.23084047	167.489489	205.2074379	808.2887176	0.394486697	0.788399309		0.0245117	0.022412772	0.00103	2018.0	0.0	3.665753233	0.0	3.665753233	545.5294206	773.8663333	583.4343689	811.7712816	0.0		0.0	0.0	0.0	0.0	5.0	1.0	0.0
"SUR86"	0.294842751	"SUR"	90.0	3.0	5.6					7.0	5077.873175	5037.403263	0.0	8.054511475	8.139293696	16.19380517	1.107271201	399.9728732	68.05182215	581.2449776	0.068247106	0.946499102		0.003066674	0.06395718	0.025501118	2019.0	0.0	0.0	4.004428932	4.004428932	799.0107117	1204.310696	835.4567627	1240.756747	4.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR84"	0.106593801	"SUR"	90.0	2.0	4.6					1.0	4191.429217	4123.730326	0.0	2.946551773	16.61268799	19.55923977	1.454122414	184.8837753	406.030196	625.9445173	0.004376981	1.38435049			0.001019916	0.064375046	2019.0	1.709418986	0.0	0.0	1.709418986	585.4082522	851.4444977	619.4484076	885.4846531	0.0	0.202547392	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL319"	0.29866225	"CAL"	100.0	2.0	5.1	0.371	1.88			1.0	4231.077467	4107.958728	0.0	0.371250989	19.40822486	19.77947585	1.261380767	150.2202559	67.85858869	486.4096191	0.254044697	0.987031731		2.09104E-6	0.020302247		2018.0	0.0	2.691262094	0.0	2.691262094	517.4943583	734.7282787	556.2653226	773.499243	0.0		0.0	0.0	0.0	0.0	4.0	1.0	0.0
"SUR83"	0.404728191	"SUR"	12.0	1.0	1.7					0.0	275.3596921	270.6862206	0.0	4.108619264	3.088617188	7.197236452	1.625589939	3.560846806	23.28106375	15.59703231	0.051996976	0.964935446			0.60865752		2019.0	0.0	0.108664608	2.482054236	2.590718845	21.26565979	40.21616087	24.33495408	43.28545516	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR82"	0.212806126	"SUR"	101.0	1.0	4.8					8.0	5088.498964	4888.560894	0.0	8.784238221	12.04317426	20.82741248	1.362656549	237.9344321	126.8580559	1397.584615		1.235486901	0.001320046	0.030806698	0.056372285	0.038670624	2019.0	0.0	0.948128213	4.702636453	5.650764666	444.6510763	671.4457132	476.3153366	703.1099735	0.0	0.348167663	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR80"	0.155333078	"SUR"	67.0	2.0	4.2					1.0	7360.043257	6722.430678	0.0	3.964867126	11.99157561	15.95644274	1.313343015	614.5156945	4.575222606	1254.077234	0.117944774	1.195383942			1.43653E-5		2019.0	0.0	0.0	2.356022687	2.356022687	1142.917713	1599.907309	1231.043437	1688.033033	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL323"	0.270035261	"CAL"	69.0	4.0	3.4					5.0	3885.793518	3802.643406	0.0	2.235594189	17.81794462	20.05353881	1.292437184	103.5351808	202.3698363	202.6281089	0.070031012	1.128776763		0.008157057	0.021897005	0.063575313	2018.0	0.0	0.0	0.0	0.0	415.6784876	577.7923614	458.309088	620.4229618	0.0		0.0	0.0	0.0	0.0	5.0	3.0	0.0
"SUR79"	0.311935494	"SUR"	59.0	4.0	4.2					9.0	4030.562119	3650.370902	0.0	6.932107701	7.077186107	14.00929381	1.357978147	339.1290852	59.42178693	839.8405986		1.003777969			0.345078602	0.008411946	2019.0	0.0	2.292789711	3.172720489	5.4655102	565.9227928	791.8048328	612.4066541	838.2886942	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR77"	0.257574099	"SUR"	91.0	3.0	4.5					7.0	8120.611601	7790.711805	0.0	4.375278848	15.73537846	20.11065731	1.536689962	1099.977731	513.0527727	2115.949876	0.047509306	1.359008301	0.03301457		0.015706779	0.081451003	2019.0	1.321575066	1.894700947	1.923465553	5.139741566	1231.858156	1798.914044	1311.28224	1878.338128	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR75"	0.340179139	"SUR"	30.0	1.0	3.3					0.0	979.4709655	916.6578915	0.0	2.693420958	6.529591746	9.223012704	1.333569585	19.98546065	24.69915788	35.25614122	0.01972095	0.990940842		0.010822446	0.312085326		2019.0	0.0	0.114130887	1.894398132	2.008529019	116.2422734	171.5371843	121.2943727	176.5892836	0.0	0.448679248	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR74"	0.144446826	"SUR"	60.0	2.0	5.8					6.0	4429.356951	4315.634375	0.0	5.02221951	5.353840424	10.37605993	0.607569293	604.8159078	18.026028	752.5228518	0.004905574	0.572057353			0.016006124	0.014600249	2019.0	0.0	0.0	2.655988765	2.655988765	657.5307219	967.2624471	708.4388475	1018.170573	1.0	0.150998268	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR73"	0.407724642	"SUR"	65.0	1.0	4.4					5.0	5758.673368	5640.561147	0.0	5.570607532	9.368068573	14.93867611	1.455215993	439.7216912	48.27489422	1172.685424		1.063723263	0.012835379	0.236333918	0.142323398		2019.0	0.0	0.663375376	2.585211214	3.24858659	833.6127881	1190.340872	897.1881463	1253.91623	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR7"	0.063766682	"SUR"	123.0	2.0	6.2					3.0	7446.183323	4866.889684	0.0	4.305970637	15.45882406	19.7647947	1.186129319	359.658464	5.817206736	552.9228284		1.154146406			0.031982912		2019.0	0.0	0.0	1.219949914	1.219949914	1502.619216	1915.811913	1635.216078	2048.408775	0.0	0.595451275	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR68"	0.416240536	"SUR"	95.0	2.0	4.8					10.0	5764.779712	5659.970201	0.0	5.20114042	14.39933221	19.60047263	1.530195057	266.5730793	147.6315998	1846.168297	0.078873697	1.170564004	0.043568852		0.014005945	0.212978505	2019.0	1.600077972	1.771168383	2.06257199	5.433818345	377.7856336	696.5735166	412.3299822	731.1178653	0.0	0.935180891	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL336"	0.376239041	"CAL"	54.0	2.0	5.0					1.0	1500.850947	1503.652552	0.0	0.0	10.7197082	10.7197082	0.799028417	0.0	10.56736142	37.78331735	0.20171613	0.571160123		0.00955654	0.003813779	0.012781825	2018.0	0.0	1.19616986	0.0	1.19616986	219.9240551	312.9962158	224.0160696	317.0882302	0.0		0.0	0.0	0.0	0.0	4.0	1.0	0.0
"SUR66"	0.124601598	"SUR"	47.0	2.0	5.1					2.0	4755.10139	4901.080346	0.0	2.755933549	6.425734975	9.181668524	0.834040339	537.1965312	23.12282788	915.7487615	0.028875936	0.789637963			0.015526443		2019.0	0.0	1.432691575	2.700891498	4.133583073	822.7177768	1146.850682	887.9545363	1212.087442	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR65"	0.206579144	"SUR"	74.0	2.0	4.8					2.0	3260.875099	3321.132062	0.0	4.614833505	10.90726637	15.52209988	1.170354779	50.41982531	59.90846537	219.6469957	0.027382065	1.060973806			0.062034569	0.019964322	2019.0	0.0	0.0	2.116972328	2.116972328	429.8877525	614.9587095	455.4091352	640.4800922	0.0		1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR64"	0.286610682	"SUR"	37.0	2.0	4.7					2.0	2564.758305	2531.529278	0.0	1.145115856	6.800287589	7.945403445	0.729058276	139.4416479	59.01364547	296.4820995	0.030106783	0.627088846			0.033395867	0.03846678	2019.0	0.0	0.087710785	1.046492086	1.134202871	394.5456937	555.993495	410.6592622	572.1070635	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR63"	0.104194863	"SUR"	59.0	2.0	4.8					5.0	3570.523897	3418.205333	0.0	4.144137149	8.098916264	12.24305341	0.901285315	212.51956	34.19719002	338.6007784	0.025838531	0.862965804			0.012480984		2019.0	0.0	1.319204517	1.398298921	2.717503438	472.7113053	663.3793444	509.4808713	700.1489105	0.0	0.332113008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL34"	0.326629667	"CAL"	120.0	2.0	5.7	0.18	0.85			8.0	4614.142211	4535.090614	0.0	0.179940541	20.93353509	21.11347563	1.28832261	327.3568391	672.448471	486.2631112	0.108611364	1.08127394		0.028819116	0.03236027	0.037257921	2018.0	0.0	0.215253859	0.0	0.215253859	549.9294384	742.9202011	613.2043329	806.1950956	0.0	0.344956568	0.0	0.0	0.0	0.0	4.0	3.0	0.0
"SUR61"	0.145553208	"SUR"	20.0	1.0	3.0					0.0	500.85057	501.0456627	0.0	2.293207029	4.469777096	6.762984125	1.207096412	29.03499457	0.029388165	13.94420627		1.108340074			0.098756329		2019.0	0.0	0.0	0.0	0.0	60.57099786	92.4518423	66.20530547	98.08614991	0.0	1.193056007	1.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR60"	0.090487298	"SUR"	76.0	2.0	4.7					3.0	3691.892001	3580.663646	0.0	4.297983854	11.93796321	16.23594706	1.291902632	16.43159601	34.07538028	303.8504561	0.016188461	1.251036109		8.09809E-4	0.01604289	0.007825397	2019.0	0.0	1.714888551	3.862268775	5.577157326	507.6314156	727.6798424	531.0907754	751.1392022	0.0	0.458434617	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL342"	0.343955173	"CAL"	130.0	2.0	6.6	0.606	3.07			3.0	3918.447318	3948.391475	0.0	0.743990343	19.02059937	19.76458972	1.389442077	187.8414584	2.11547383	177.6781128	0.377941021	0.98662562			0.024875441		2018.0	0.0	4.761382994	0.0	4.761382994	431.4908794	665.3578501	460.0762	693.9431707	0.0		0.0	0.0	0.0	0.0	2.0	0.0	0.0
"CAL343"	0.358460078	"CAL"	99.0	2.0	5.9	1.106	6.57			3.0	3669.177182	3598.518241	0.0	1.879631601	14.965152	16.84478361	1.186008508	239.5623444	0.0	250.4209984	0.283887939	0.858559686			0.043560882		2018.0	0.0	2.408447445	0.0	2.408447445	484.3065875	700.2350316	513.5087288	729.4371728	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"SUR58"	0.129333349	"SUR"	81.0	2.0	4.6					7.0	5734.081848	5600.641301	0.0	4.561386693	12.93156363	17.49295033	1.278987715	262.4945498	24.3249036	816.0785447		1.19314017	0.084476294		0.00137118		2019.0	0.0	0.0	3.047152129	3.047152129	661.3174246	1017.739146	699.4908807	1055.912602	0.0	0.393767255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR57"	0.189123795	"SUR"	72.0	2.0	4.9					5.0	7358.307334	7500.756806	0.0	4.648668061	10.10292733	14.75159539	1.259001076	867.0242457	42.56536441	1425.387507	0.06022001	1.154168605		0.009173595	0.033249194	0.002189592	2019.0	0.0	1.943393132	3.551396512	5.494789644	1261.865143	1764.406955	1360.549903	1863.091715	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL346"	0.387148542	"CAL"	66.0	3.0	5.1	0.151	1.17			4.0	3930.133818	4089.280688	0.0	1.194177277	11.65788292	12.8520602	0.905389002	577.1977176	24.34351161	212.6483209	0.153011717	0.685828327	6.73085E-4		0.04373202	0.022143843	2018.0	0.0	2.027995014	0.0	2.027995014	566.9634422	816.3218474	616.4022797	865.7606848	0.0		0.0	0.0	0.0	0.0	6.0	2.0	0.0
"CAL348"	0.466340798	"CAL"	95.0	1.0	5.1	1.357	7.26			5.0	5406.689512	5430.905541	0.0	3.13970633	15.54560762	18.68531395	1.215957951	864.5310203	0.0	213.7774708	0.083961535	0.907275745	0.052905904	0.111707152	0.060107616		2018.0	0.0	1.900688738	0.0	1.900688738	885.1400067	1239.784122	957.3956541	1312.03977	0.0		0.0	0.0	0.0	0.0	2.0	2.0	0.0
"SUR54"	0.154625355	"SUR"	83.0	1.0	4.7					4.0	7399.765286	7170.813392	0.0	4.78704159	12.92995946	17.71700105	1.2585321	812.631498	192.2814097	1432.08715	0.013301959	1.187795562	0.004918453	0.025084111	0.013121612	0.014310358	2019.0	0.0	2.038094929	2.086872228	4.124967156	1197.822461	1695.067991	1284.687858	1781.933388	2.0	0.565087522	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR53"	0.099933532	"SUR"	82.0	1.0	4.7					3.0	2758.496403	2743.063422	0.0	4.272061935	13.35687228	17.62893421	1.619547395	165.3654118	82.17295244	187.8185937	0.018525367	1.553589677			0.047432262		2019.0	0.0	0.0	2.138380313	2.138380313	374.5179778	626.0711788	393.189233	644.742434	0.0	0.391599445	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR52"	0.155707401	"SUR"	90.0	2.0	4.3					7.0	6825.087162	6579.722592	0.0	6.331080815	14.68153194	21.01261275	1.467184098	602.1372276	59.58110073	1011.688897	0.033453347	1.361936452			0.07179431		2019.0	0.0	0.059178878	2.597558582	2.65673746	1028.436992	1407.053801	1101.28993	1479.906739	0.0	0.258593839	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR51"	0.300656004	"SUR"	10.0	1.0	3.1					1.0	98.44132482	100.500063	0.0	3.132568929	0.046511561	3.17908049	1.550334085	2.948892377	7.667682542	4.499660971	0.301000359	0.023437597			1.221786565		2019.0	0.0	0.092634599	0.299136467	0.391771066	6.771809015	11.83238914	7.821215393	12.88179552	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR50"	0.261784324	"SUR"	91.0	3.0	5.0					6.0	5166.689266	1233.042744	0.0	2.457561203	15.8359747	18.2935359	1.493501919	310.516534	5.445787597	453.3713594	0.024621663	1.240173558			0.22870669		2019.0	0.0	1.775114761	0.849512682	2.624627443	835.1307474	1110.643393	927.1145688	1202.627215	1.0		2.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR48"	0.512298009	"SUR"	97.0	1.0	5.4					4.0	4665.164723	4751.57582	0.0	5.162313332	12.82108523	17.98339856	1.357403465	463.2237399	56.72708501	857.9720728	0.027362368	0.831745381		0.386993858	0.044523074	0.066778777	2019.0	0.0	0.242101845	4.053029871	4.295131716	698.3257631	983.5479541	746.6358855	1031.858077	0.0	0.094571674	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR47"	0.389350647	"SUR"	61.0	2.0	3.7					9.0	9498.62509	8933.241972	0.0	7.008115851	9.383929755	16.39204561	1.519334707	1544.116929	374.4903781	3312.685532	0.105426201	1.19836473	0.167982122	0.012081021	0.013996136	0.02148431	2019.0	0.0	0.745605855	3.778546248	4.524152104	1345.858568	1935.52132	1461.701291	2051.364043	2.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"SUR46"	0.177344228	"SUR"	48.0	1.0	4.8					2.0	4410.818726	3991.359074	0.0	3.666138895	6.368289172	10.03442807	0.744111849	489.7866868	22.49537447	758.3317769	0.044922988	0.680232524			0.018956335		2019.0	0.0	0.096611272	2.500283826	2.596895098	697.7380868	964.4913277	753.1206208	1019.873862	0.0	4.32058E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL357"	0.552035743	"CAL"	58.0	1.0	5.6	0.123	1.18			2.0	2502.440896	2460.670748	0.0	0.696782912	9.684190921	10.38097383	0.939687102	187.1048906	15.67994775	65.20102571	0.119033881	0.520199986		0.272190823	0.014833197	0.013429219	2018.0	0.0	0.95434422	0.283000478	1.237344698	462.4130968	612.2779583	496.1414975	646.006359	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0
"SUR45"	0.011775574	"SUR"	19.0	1.0	4.3					1.0	1864.511055	1647.558121	0.0	1.732750062	2.654048939	4.386799001	0.41926458	210.4033424	18.00947819	249.6592522		0.417988014		6.13829E-4	6.62729E-4		2019.0	0.0	0.0	0.0	0.0	288.9064831	410.3300669	313.8243446	435.2479283	1.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
"CAL358"	0.464269947	"CAL"	76.0	1.0	4.3	0.128	0.73			2.0	3603.069641	3593.461001	0.0	2.064986869	15.49823777	17.56322464	1.163612655	126.5521289	26.39361695	38.93906436	0.156530483	0.805318052		0.170342335	0.03142178		2018.0	0.0	0.099763981	0.0	0.099763981	417.4170671	622.7008909	450.185112	655.4689357	0.0		0.0	0.0	0.0	0.0	1.0	1.0	0.0
"SUR44"	0.092774625	"SUR"	109.0	3.0	5.9					7.0	9599.190006	9095.434284	0.0	7.252233353	11.24260017	18.49483352	1.22087101	984.1023106	26.86849437	1637.918365		1.172738104	0.005718888		0.042413965		2019.0	0.0	1.018594272	3.427342474	4.445936746	1478.982977	2119.500912	1576.886556	2217.404491	2.0	1.873021504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
