"","predicted","adjacentschool","parkinglotc","parkinglotb","altparking","bikeracks","segments","Walkscore","LICOATda","SamplingQuadrant","sidewalkboth","sidewalkbothperc","sidewalkone","sidewalkoneperc","parkingsignboth","parkingsignbothperc","parkingsignone","parkingsignoneperc","mountableboth","mountablebothperc","mountableone","mountableoneperc","speedlimitsign","speedlimitsignperc","speedlimit40","speedlimit40perc","speedlimit30","speedlimit30perc","marking","markingperc","obstructions","obstructionsperc","dropoffc","dropoffcperc","dropoffb","dropoffbperc","publicspaces","publicspacesperc","graffiti","graffitiperc","garbage","garbageperc","entrance","entranceperc","device","deviceperc","bikeinfra","bikeinfraperc","enrolment","DanBehaCongestion","DanBehaAdultCrossG","DanBehaChildCrossG","DanBehaDrivDoublePark","DanBehaDrivDropOffOppSide","DanBehaDrivBlockView","DanBehaDrivParkBlock","DanBehaDrivNotFollControls","DanBehaDrivBackUp","DanBehaDrivTexting","DanBehaDrivPhone","DanBehaDrivUTurn","DanBehaTruck","DanBehaPedNotFolControlsA","DanBehaPedNotFolControlsC","DanBehaPedNotFolCrossGA","DanBehaPedNotFolCrossGC","DanBehaPedJayWalkA","DanBehaPedJayWalkC","DanBehaPedDeviceA","DanBehaPedDeviceC","DanBehaPedBetParkCarsA","DanBehaPedBetParkCarsC","ActLivClassEnv","CHASEYEAR","City","SUMIntersection","NbrTrafSignals","NbrCrossingGuard","NbrSchools","ShapeAreakm","Highwaykm","MinorRoadkm","MajorRoadkm","roadcovkm","SumComkm","SumGouvkm","SumOpenAreakm","SumParkkm","SumReskm","SumIndkm","ISPH1116","OPDbPC60Less","Pop2016","Pop2011","STDMulti","SUMOneway","BikeClass01","BikeClass02","BikeClass03","BikeClassAll","AG112","AG117","AG012","AG017","NbrRaisedCrosswalk","SpeedHumpkm","NbrTrafficCircles","NbrMidBlockNarrowings","NbrCurbExtension","NbrDiverter","NbrCrosswalk","NbrFlashingCrosswalk","NbrSpeedActivatedSign","active_t_prop","city","pop_den","child_den","road_den","multihome_den","immigrant_den","density_intersections","proportion_industrial_area","density_pre_1960_houses","proportion_government_area","proportion_commercial_area","density_major_roads","density_bicycle_class","density_curb_extensions","myid","active_t"
"25",0.480497721984227,0,1,0,0,1,7,14,0.092,2,0,0.857142857142857,1,1,0,0.142857142857143,0,0.428571428571429,1,0.857142857142857,1,1,0,0,0,0,0,0,1,0.571428571428571,1,0.142857142857143,1,0.142857142857143,1,0.142857142857143,1,0.285714285714286,0,0,1,0.714285714285714,0,0.285714285714286,1,1,1,1,604,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,2018,"CAL",36,0,0,1,0.783101857,NA,10.59006251,0.400087773,NA,NA,NA,0.698351013,0.034954609,NA,NA,114.7968735,0.08092527,833.4690299,586.5318718,51.12494376,0.488904311,0,2.582576839,0,2.582576839,174.5317576,236.8721302,187.6230258,249.9633984,0,NA,0,0,0,0,3,0,0,0.449392712550607,"Calgary",1064.31752453372,319.196533842468,NA,65.2851775321483,146.592518551517,45.9710313265162,NA,0.103339392285466,NA,NA,0.51090132072053,3.29788113246678,0,"LAV2751",79
"26",0.480497721984227,0,1,0,1,1,4,51,0.043,3,1,1,1,1,0,0,1,0.5,1,0.75,0,0.75,0,0,0,0,0,0,1,0.5,0,0,1,0.25,0,0,1,0.75,0,0,1,0.25,0,0.25,1,1,1,1,432,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2018,"CAL",204,6,0,2,2.948351052,NA,37.36143909,3.971401623,NA,NA,NA,0.051151891,0.466064958,0.340968483,2.057039143,287.5367475,0.001065077,8077.991673,8075.813511,105.878319,3.341198187,0,9.623676695,0,9.623676695,849.6467754,1337.592339,925.3082511,1413.253815,0,NA,0,0,0,0,1,2,0,0.265895953757225,"Calgary",2739.83373435817,479.337022652484,NA,35.9110286165475,97.5245967758659,69.1912178712971,0.697691389770094,0.000361244974297586,NA,NA,1.34699075956576,3.26408779866014,0,"LAV2752",88
"27",0.480497721984227,1,1,0,1,1,3,51,0.091,4,0,0.666666666666667,1,1,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,1,0.333333333333333,0,0,0,0,1,0.666666666666667,1,1,1,1,150,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,2,2018,"CAL",218,11,0,4,5.023882022,5.58833554,42.33897773,5.330041265,53.25735453,NA,0.113570111,0.161539441,2.021621555,2.149720036,0.269194268,291.6134944,854.5464297,8054.116689,7971.148712,1018.399455,2.786025829,0,7.128776833,0.149534298,7.278311132,955.156859,1275.177493,1051.006463,1371.027097,0,NA,0,0,0,0,10,4,0,0.37037037037037,"Calgary",1603.16596881263,272.901929423533,10.6008370214073,202.711658144109,58.045450335617,43.3927387317934,0.0535829199055981,170.096834670454,0.0226060465796504,NA,1.06094077083405,1.44874244660358,0,"LAV2754",82
"28",0.480497721984227,1,1,1,1,1,4,22,0.047,1,1,1,1,1,0,0,0,0.25,1,0.75,0,0.75,1,0.5,0,0.25,0,0.25,1,0.5,0,0,1,0.25,1,0.25,0,0,0,0,1,0.25,0,0.25,1,1,1,1,674,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,2018,"CAL",178,5,0,2,2.123527913,NA,29.45446919,4.517048048,NA,NA,NA,0.09120066,0.281690715,1.748230662,NA,314.919466,10.24445061,7534.371382,7824.948155,31.91713876,1.610106743,0,4.629836772,0,4.629836772,946.1126436,1425.917189,999.4044912,1479.209037,0,NA,0,0,0,0,1,1,0,0.419672131147541,"Calgary",3548.04442921396,696.580924575772,NA,15.0302421572172,148.300130208837,83.8227738426719,NA,4.82425992485647,NA,NA,2.12714324137071,2.18025708240361,0,"LAV2755",41
"30",0.480497721984227,0,1,0,1,1,4,58,0.196,4,0,0.75,1,1,1,0.5,1,0.75,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0.25,0,0,0,0,0,0,1,0.75,1,1,1,1,188,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,3,2018,"CAL",121,7,0,2,2.030696006,NA,27.67396114,0.308888252,NA,NA,0.080921822,0.048724722,0.251193681,1.649855772,NA,410.1458502,1093.974008,6046.587217,5390.702573,1734.771953,0.279435998,1.294739926,0.47774737,0,1.772487296,652.3585151,857.9798553,735.6531399,941.2744801,0,NA,0,0,0,0,0,4,0,0.404255319148936,"Calgary",2977.59349461192,463.523086330431,NA,854.274567869515,201.973042241754,59.5854818458731,NA,538.718747054058,0.0398493037662477,NA,0.15210954819793,0.87284718675908,0,"LAV2756",107
"33",0.59793070477151,1,1,0,1,1,4,64,0.099,4,0,0.5,1,1,0,0.25,0,0.25,1,0.5,1,1,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.25,1,0.25,1,0.25,1,0.75,0,0.25,0,0.25,1,0.25,331,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,3,2018,"CAL",29,3,0,1,0.517662033,NA,6.096889199,2.08718134,NA,NA,NA,0.011810218,0.019689359,0.48616247,NA,655.9487703,0,3567.803289,3251.849744,253.2751643,0.202673883,0,0.595734495,0,0.595734495,721.0232175,970.8987836,780.1445563,1030.020122,0,NA,0,0,0,0,0,2,0,0.588957055214724,"Calgary",6892.14789101599,1989.75404093427,NA,489.267414170202,1267.13710584218,56.0211067285284,NA,0,NA,NA,4.03193822792872,1.15081743883659,0,"LAV2757",163
"34",0.59793070477151,0,1,0,0,1,5,61,0.161,4,0,0.4,0,0.8,0,0.2,0,0.4,1,1,1,1,0,0.2,0,0,0,0,0,0.4,1,0.4,0,0,1,0.2,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0,0,411,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,3,2018,"CAL",88,5,0,2,1.105058776,NA,15.60023782,3.006034244,NA,NA,0.036291649,0.031474865,0.085136346,0.952006235,0.000149654,1053.300283,10,6348.717908,6036.835517,380.8839953,0.353645113,0,0.047345594,0,0.047345594,1105.607039,1542.552458,1184.362826,1621.308245,0,NA,0,0,0,0,2,2,0,0.348993288590604,"Calgary",5745.14048110686,1467.16924041695,NA,344.673064973695,953.162226187325,79.6337732537043,0.000135426280710339,9.04929241519367,0.0328413744030571,NA,2.72024828840416,0.0428444124677039,0,"LAV2759",34
"35",0.480497721984227,0,1,0,1,0,3,34,0.042,1,0,0.5,1,1,0,0,1,0.5,1,0.666666666666667,1,1,0,0,0,0,0,0,0,0.166666666666667,1,0.2,1,0.166666666666667,1,0.2,0,0.2,0,0.2,1,0.4,0,0.2,0,0.2,1,0.2,499,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,2,2018,"CAL",209,4,0,1,2.341719037,3.314107294,21.28906528,6.471215179,31.07438775,NA,NA,0.829702318,0.175613944,1.249045378,NA,466.687753,10.6469567,7297.034617,7102.818176,145.2009161,3.173089891,0,8.488863314,0,8.488863314,939.8546432,1438.308319,1005.245476,1503.699152,0,NA,0,0,0,0,2,0,0,0.314079422382672,"Calgary",3116.10167646256,642.134742999059,13.2699043988683,62.0061219154704,199.292803972708,89.2506729875468,NA,4.54664139112091,NA,NA,2.76344645824391,3.62505628552056,0,"LAV2761",4
"36",0.480497721984227,0,1,0,0,1,4,26,0.112,2,0,0.5,1,1,0,0,0,0.25,1,0.5,1,1,0,0,0,0,0,0,1,0.5,0,0,0,0,1,0.25,0,0,0,0,1,0.5,1,0.5,0,0,1,0.25,357,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2018,"CAL",115,4,0,3,2.499902786,5.851039414,17.23733964,9.161218074,32.24959713,NA,0.015083678,1.138798229,0.147799645,1.162909335,NA,549.6326495,54.74582214,7071.41366,6991.021356,223.3259978,5.242964574,0,2.996644342,0,2.996644342,1152.374919,1632.698923,1239.690119,1720.014124,0,NA,0,0,0,0,5,0,0,0.325396825396825,"Calgary",2828.67545874242,688.032404152855,12.9003404894801,89.3338729212489,219.861609250593,46.0017888071588,NA,21.8991804187701,0.0060337058242712,NA,3.66462973092587,1.19870434913784,0,"LAV2762",39
"37",0.480497721984227,0,1,0,0,1,5,45,0.093,2,0,0.4,1,1,0,0,0,0.2,0,0.2,1,1,0,0,0,0,0,0,1,0.6,1,0.2,0,0,1,0.2,1,0.4,0,0,1,1,0,0.4,0,0,0,0,301,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,3,2018,"CAL",86,0,0,3,1.545206886,2.084593011,14.83954519,4.042013934,20.96615213,NA,0.015083678,0.438262431,0.147099583,0.944761246,NA,447.7361572,45.25180175,6173.400346,6141.977732,203.6242578,1.868320475,0,2.996644342,0,2.996644342,1033.042993,1449.121585,1110.664531,1526.743123,0,NA,0,0,0,0,5,0,0,0.339449541284404,"Calgary",3995.19339574054,988.050944396322,13.5685080877901,131.777990148045,289.758064927495,55.6559777070525,NA,29.2852705744414,0.00976159123846928,NA,2.61583996979418,1.93931593830601,0,"LAV2764",48
"38",0.480497721984227,1,1,0,1,1,11,8,0.051,1,0,0.272727272727273,0,0.909090909090909,0,0,0,0.181818181818182,1,0.909090909090909,1,1,0,0,0,0,0,0,0,0.454545454545455,0,0,0,0,1,0.181818181818182,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0.181818181818182,0,0,0,0,643,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,2,2018,"CAL",139,4,0,4,2.213653782,1.263647014,25.74200348,5.909490541,32.91514103,NA,NA,0.114996519,0.319585497,1.662333043,NA,158.7171409,0.076128904,6042.92606,6368.229846,2.227652292,5.214469935,0,0.647393322,1.401045912,2.048439233,786.3568417,1269.490844,819.6026247,1302.736627,0,NA,0,0,0,0,4,2,0,0.5,"Calgary",2729.84244832555,588.500621729112,14.8691458879634,1.00632371245848,71.6991709320514,62.7921137127486,NA,0.0343906100488843,NA,NA,2.66956404341643,0.92536567807332,0,"LAV2766",70
"39",0.480497721984227,1,1,0,1,1,12,66,0.148,4,0,0.846153846153846,1,1,0,0.307692307692308,1,0.692307692307692,1,0.692307692307692,0,0.769230769230769,0,0,0,0,0,0,0,0.461538461538462,0,0,1,0.0769230769230769,1,0.153846153846154,1,0.461538461538462,0,0.153846153846154,0,0.230769230769231,0,0.153846153846154,0,0.307692307692308,1,0.538461538461538,222,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",172,14,0,5,2.108595868,NA,28.18014002,4.715895173,NA,0.000115041,NA,0.161622398,0.333952014,1.54529548,0.067610933,1015.823293,372.82026,9043.14206,8597.305027,1580.519311,1.600812551,1.317734103,2.376876314,0.947805662,4.642416079,1386.137018,1864.863005,1519.032247,1997.758233,0,NA,0,0,0,0,4,4,0,0.427586206896552,"Calgary",4288.70330120556,947.43533520004,NA,749.560091142131,481.753430525076,81.5708702697695,0.0320644339800063,176.809727106987,NA,5.45581074808404e-05,2.23650972885241,2.20166232394419,0,"LAV2770",90
"40",0.480497721984227,1,1,0,1,1,7,61,0.148,4,0,0.714285714285714,1,1,0,0.285714285714286,1,0.857142857142857,1,0.571428571428571,0,0.857142857142857,0,0,0,0,0,0,0,0.428571428571429,0,0,1,0.142857142857143,1,0.285714285714286,1,0.428571428571429,0,0,1,0.285714285714286,0,0.142857142857143,0,0,1,0.571428571428571,268,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,3,2018,"CAL",134,8,0,5,1.765137656,NA,23.65233134,3.903699103,NA,NA,NA,0.113719163,0.278260843,1.306409696,0.066747965,707.2959163,385.4577914,7058.337155,6592.707916,1506.07201,1.1557663,0.858055791,1.373860833,0.238467713,2.470384336,998.3422741,1334.872848,1106.496791,1443.027365,0,NA,0,0,0,0,4,3,0,0.346368715083799,"Calgary",3998.74600771647,817.51548390286,NA,853.232043903549,400.702978544354,75.9147591376295,0.0378145946709099,218.372652178012,NA,NA,2.2115550533584,1.39954202869263,0,"LAV2771",84
"41",0.480497721984227,0,1,0,0,1,4,87,0.107,4,0,0.5,1,1,0,0.25,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0.75,1,0.5,1,0.5,1,0.5,156,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,4,2018,"CAL",50,6,0,1,0.931561899,NA,7.988305694,3.659412724,NA,NA,0.014164762,0.037917361,0.268191105,0.459687372,0.02095768,119.259209,553.9112916,3744.233823,3556.065792,1564.604047,0.057993595,0,5.7453398,0.723856314,6.469196114,234.7040832,306.7190466,259.706722,331.7216854,1,NA,0,0,0,0,2,0,0,0.644859813084112,"Calgary",4019.30760266098,356.091941669246,NA,1679.54920513554,128.020702787459,53.6732986328373,0.0224973563458288,594.604923402948,0.0152053900177813,NA,3.92825503912113,6.94446189882225,0,"LAV2773",36
"42",0.480497721984227,0,1,0,1,0,3,59,0.093,4,0,0.666666666666667,1,1,0,0.333333333333333,1,0.666666666666667,1,0.666666666666667,0,0.666666666666667,0,0,0,0,0,0,1,1,0,0,0,0,1,0.333333333333333,1,0.666666666666667,0,0,0,0,0,0.333333333333333,0,0,1,0.666666666666667,274,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2018,"CAL",74,1,0,1,1.016120591,NA,15.64964432,0.615929137,NA,NA,0.067839824,0.026599899,0.085872439,0.835808427,NA,81.92364588,102.2638019,3112.075744,2994.387495,107.3549284,0.567382134,0,1.954515865,0,1.954515865,403.2509179,533.9488518,435.901323,566.5992568,0,NA,0,0,0,0,2,0,0,0.563636363636364,"Calgary",3062.70315901905,557.610250021988,NA,105.651759595136,80.6239403133993,72.8260018106453,NA,100.641403004498,0.0667635560197008,NA,0.606157519545827,1.92350778274899,0,"LAV2778",117
"43",0.480497721984227,1,1,0,1,1,2,73,0.107,4,0,0.6,1,1,1,0.6,1,1,0,0,0,0,0,0,0,0,0,0,1,0.8,1,0.2,0,0,1,0.6,0,0,0,0,0,0,0,0.4,0,0.4,1,0.6,335,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,3,2018,"CAL",150,11,0,5,2.062185218,NA,28.55653825,4.427772861,NA,NA,0.086765697,0.070586554,0.25853383,1.528841532,0.000124738,192.1973166,919.8084174,7509.64635,6464.003431,1050.401684,1.530428868,0,2.211615514,0.731686932,2.943302447,995.2069074,1281.100051,1101.908413,1387.801557,0,0.64766015,0,0,0,0,1,5,0,0.666666666666667,"Calgary",3641.59644073251,672.976192868821,NA,509.363404815173,93.200802198748,72.738374172557,6.04882621169094e-05,446.035792212725,0.042074638224858,NA,2.14712666076341,1.42727356461926,0,"LAV2779",6
"44",0.480497721984227,0,1,0,1,1,4,87,0.19,4,0,0.75,1,1,1,0.75,1,0.75,0,0.25,0,0.25,0,0,0,0,0,0,1,0.5,0,0,1,0.25,0,0,1,0.75,0,0,1,0.5,0,0.25,0,0,1,0.25,293,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,2018,"CAL",99,13,0,3,1.239218468,0.6596975,15.52741182,1.612251264,17.79936058,0.000748563,0.368283777,0.084911877,0.247834429,0.514501463,0.022938362,121.045257,423.7834605,3355.16966,3232.418168,1105.301437,1.328724515,0,1.22814537,1.692413108,2.920558479,398.7441296,510.3173469,434.7883808,546.3615981,0,NA,0,0,0,0,6,4,0,0.41726618705036,"Calgary",2707.48842648785,440.892072066828,14.3633758208323,891.934284020047,97.6787064797036,79.8890611756119,0.0185103455059225,341.976391930273,0.297190355462004,0.000604060558593935,1.30102262485004,2.3567744949069,0,"LAV2780",75
"45",0.480497721984227,0,1,0,0,1,3,49,0.051,3,0,0.666666666666667,1,1,0,0.333333333333333,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333333333,0,0,0,0,0,0,1,1,0,0.333333333333333,0,0,259,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",117,8,0,2,1.62928998,2.32810689,22.46851002,2.172630528,26.96924744,0.126234194,0.03302257,0.06850371,0.36369733,0.957569791,0.080262373,71.49607954,596.745388,3496.124563,3165.626319,282.8509304,2.109304624,0,1.397879974,0,1.397879974,405.3271644,582.2918742,431.3583682,608.3230781,0,0.195278017,0,0,0,0,2,3,0,0.338541666666667,"Calgary",2145.7963934695,373.366979216309,16.5527608780851,173.603799122364,43.8817401553037,71.8104213714001,0.0492621779948588,366.261006527518,0.0202680740723637,0.077478039851445,1.33348302307733,0.857968803073349,0,"LAV2782",57
"47",0.480497721984227,1,1,1,1,1,10,23,0.032,1,0,0.8,0,0.8,0,0,0,0.4,1,0.8,0,0.8,0,0,0,0,0,0,0,0.2,0,0,1,0.1,1,0.2,1,0.4,0,0,0,0.2,0,0.1,0,0.1,0,0,453,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2018,"CAL",240,6,0,2,2.8346342,3.255151339,36.85418071,4.147297787,44.25662983,NA,NA,0.229921196,0.366039018,2.07345212,NA,184.740521,9.871910919,6774.505005,6898.032063,35.82282774,7.973291006,0,7.353891449,0,7.353891449,1063.407751,1681.229264,1132.177296,1749.998808,0,NA,0,0,0,0,0,2,0,0.21264367816092,"Calgary",2389.90449102745,617.363188520057,15.6128186945603,12.6375486967595,65.1726141595272,84.6670092387935,NA,3.48260488743133,NA,NA,1.46308041686649,2.5942999802232,0,"LAV2783",71
"48",0.480497721984227,1,1,0,1,1,4,54,0.145,4,0,0.5,1,1,0,0,1,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.75,1,0.5,1,1,1,1,283,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,2018,"CAL",79,3,0,2,1.150679935,NA,14.95686652,2.637752741,NA,NA,0.025587924,0.029979512,0.115050397,0.979860614,0.000201482,634.2093695,170.7930778,5296.711698,5074.620667,367.0140606,0.311101181,0.498036941,1.007952174,0.251381365,1.75737048,827.3717625,1144.822082,889.0087201,1206.459039,0,NA,0,0,0,0,5,4,0,0.328467153284672,"Calgary",4603.11467758408,1048.47490801167,NA,318.954080484596,551.160535792257,68.655060018927,0.000175098212692828,148.427962116155,0.0222372209870853,NA,2.29234269301828,1.52724526303659,0,"LAV2784",40
"49",0.480497721984227,0,1,0,1,0,5,47,0.042,1,0,0.6,1,1,0,0,0,0.2,1,0.8,1,1,0,0,0,0,0,0,1,0.8,0,0,0,0,1,0.2,1,0.4,0,0,0,0,0,0.2,0,0.2,1,0.2,619,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,3,2018,"CAL",147,5,0,2,1.755444103,NA,24.14069607,1.526189946,NA,NA,NA,0.049432565,0.252993209,1.449032123,NA,278.1609983,0.155864633,5709.70291,5812.268748,150.3226988,0.292391701,0,2.314330695,0,2.314330695,663.8830444,1032.212152,705.9078037,1074.236911,0,NA,0,0,0,0,3,2,0,0.276381909547739,"Calgary",3252.56890848435,611.945950978537,NA,85.6322901669743,158.456197964168,83.7394934699325,NA,0.0887892885530403,NA,NA,0.869403898074446,1.31837333415794,0,"LAV2785",39
"51",0.480497721984227,0,1,0,1,1,8,64,0.112,4,0,0.625,1,1,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0.125,1,0.5,0,0.125,0,0,0,0.25,0,0.125,1,0.25,171,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,2,2018,"CAL",96,4,0,6,1.344952033,NA,21.67907141,0.584889078,NA,NA,0.059525979,0.020741012,0.189454717,1.064632393,0.010597944,100.1140971,932.8746003,3300.197676,3191.044901,359.6282818,0.91553245,0,0.639431022,0.217075834,0.856506856,445.9679918,595.5340652,485.8179899,635.3840633,0,0.288050833,0,0,0,0,5,3,0,0.513888888888889,"Calgary",2453.76607865985,472.421356085641,NA,267.391158179691,74.4369275956178,71.3780102520578,0.00787979328627848,693.611799834351,0.0442588118679769,NA,0.434877277143757,0.636830782797144,0,"LAV2786",9
"53",0.480497721984227,0,1,0,0,1,2,64,0.193,4,0,0.6,1,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1,0.2,0,0,0,0.2,0,0,1,0.6,0,0.4,0,0,0,0,254,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2018,"CAL",38,2,0,1,0.681152624,1.787151425,6.245459546,0.815098108,8.847709078,NA,NA,0.052121649,0.157422415,0.471598139,1.04164e-05,87.7494817,237.0260028,1488.100845,1517.413968,471.8453805,0.815098108,0,0.056696883,0.440614657,0.49731154,154.191338,201.9127403,170.9968666,218.7182689,0,NA,0,0,0,0,3,1,0,0.365671641791045,"Calgary",2184.68048505969,321.100236853819,12.9893195243714,692.716087224528,128.82499253207,55.787790667015,1.52923142816815e-05,347.97781649594,NA,NA,1.19664533216274,0.730102949731865,0,"LAV2787",87
"54",0.480497721984227,0,1,0,0,1,6,44,0.063,1,0,0.5,1,1,0,0,0,0.333333333333333,1,0.666666666666667,0,0.666666666666667,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0.166666666666667,0,0,1,0.666666666666667,0,0,1,0.5,0,0.333333333333333,1,1,1,1,144,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,2018,"CAL",35,2,0,1,1.038991938,1.992888172,7.666689381,1.043780878,10.70335843,0.029746185,NA,0.055351454,0.367537297,0.520557864,0.065799088,167.4788412,46.9575732,1496.042866,1442.757503,54.60615376,1.002730228,0,3.019556223,0,3.019556223,331.8137874,406.8485721,347.7016058,422.7363906,0,NA,0,0,0,0,0,0,0,0.365853658536585,"Calgary",1439.89843547756,406.871675456639,10.3016761136793,52.5568599359045,161.193590705225,33.6864981525968,0.0633297387529873,45.1953200814923,NA,0.0286298516014087,1.00460921767037,2.90623643222148,0,"LAV2790",113
"56",0.480497721984227,0,1,0,0,1,8,59,0.263,4,1,1,1,1,0,0.125,0,0.25,1,0.5,0,0.5,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0.125,0,0.125,0,0,1,0.625,0,0.125,1,1,1,1,181,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2018,"CAL",91,7,0,2,1.170313589,NA,14.57165424,3.300719711,NA,NA,0.051509404,0.223730518,0.148468082,0.714576363,0.032029236,253.663749,125.7018503,4521.169067,4319.521963,751.3237441,0.387833495,0,0.664721248,0.137072349,0.801793597,611.5120748,814.9923368,673.7601006,877.2403626,0,NA,0,0,0,0,2,3,0,0.48780487804878,"Calgary",3863.21162934048,749.577182428153,NA,641.984978352669,216.748529098725,77.7569369913554,0.027368080060805,107.408690697515,0.0440133349592337,NA,2.82037202850936,0.685110046175837,0,"LAV2791",199
"57",0.480497721984227,0,1,0,0,1,4,70,0.05,3,0,0.5,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,1,0.25,1,0.25,0,0,1,0.25,1,0.75,1,0.5,1,0.25,245,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",182,7,0,7,2.47333972,NA,35.58745479,1.721923061,NA,NA,0.047946769,0.048332788,0.369584043,1.968518855,0.038957258,556.9178223,1608.808602,8298.61297,7655.439307,1427.420481,0.551731791,1.803117389,0.740793209,0.662659457,3.206570054,1043.641271,1364.53391,1152.819711,1473.712349,0,1.2406752,0,0,0,0,8,4,0,0.357798165137615,"Calgary",3355.2256905493,595.839033790312,NA,577.122693440592,225.168349417038,73.5847156491709,0.0157508722659417,650.460019297309,0.0193854360613268,NA,0.696193509963928,1.29645354743262,0,"LAV2796",0
"58",0.480497721984227,0,1,0,0,1,13,53,0.07,3,0,0.384615384615385,0,0.846153846153846,0,0.0769230769230769,0,0.0769230769230769,1,0.846153846153846,0,0.923076923076923,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,1,0.0769230769230769,0,0.230769230769231,0,0,0,0.153846153846154,0,0.0769230769230769,0,0,1,0.153846153846154,200,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,2,2018,"CAL",364,20,0,2,8.523477179,NA,57.10637636,19.77266995,NA,NA,NA,1.546622362,1.470879884,0.601587568,4.423903711,365.0528648,3.972221407,11489.57291,10815.5312,277.1559049,12.76200167,0,22.88612918,0,22.88612918,1247.409553,1936.420299,1355.206224,2044.216971,0,NA,0,0,0,0,2,4,0,0.479674796747967,"Calgary",1347.99127969836,239.83368853694,NA,32.516765057206,42.8291009799863,42.7055757123181,0.519025700203614,0.466032972644861,NA,NA,2.31978915819891,2.68506956719336,0,"LAV2798",179
