"","predicted","adjacentschool","parkinglotc","parkinglotb","altparking","bikeracks","segments","Walkscore","LICOATda","SamplingQuadrant","sidewalkboth","sidewalkbothperc","sidewalkone","sidewalkoneperc","parkingsignboth","parkingsignbothperc","parkingsignone","parkingsignoneperc","mountableboth","mountablebothperc","mountableone","mountableoneperc","speedlimitsign","speedlimitsignperc","speedlimit40","speedlimit40perc","speedlimit30","speedlimit30perc","marking","markingperc","obstructions","obstructionsperc","dropoffc","dropoffcperc","dropoffb","dropoffbperc","publicspaces","publicspacesperc","graffiti","graffitiperc","garbage","garbageperc","entrance","entranceperc","device","deviceperc","bikeinfra","bikeinfraperc","enrolment","DanBehaCongestion","DanBehaAdultCrossG","DanBehaChildCrossG","DanBehaDrivDoublePark","DanBehaDrivDropOffOppSide","DanBehaDrivBlockView","DanBehaDrivParkBlock","DanBehaDrivNotFollControls","DanBehaDrivBackUp","DanBehaDrivTexting","DanBehaDrivPhone","DanBehaDrivUTurn","DanBehaTruck","DanBehaPedNotFolControlsA","DanBehaPedNotFolControlsC","DanBehaPedNotFolCrossGA","DanBehaPedNotFolCrossGC","DanBehaPedJayWalkA","DanBehaPedJayWalkC","DanBehaPedDeviceA","DanBehaPedDeviceC","DanBehaPedBetParkCarsA","DanBehaPedBetParkCarsC","ActLivClassEnv","CHASEYEAR","City","SUMIntersection","NbrTrafSignals","NbrCrossingGuard","NbrSchools","ShapeAreakm","Highwaykm","MinorRoadkm","MajorRoadkm","roadcovkm","SumComkm","SumGouvkm","SumOpenAreakm","SumParkkm","SumReskm","SumIndkm","ISPH1116","OPDbPC60Less","Pop2016","Pop2011","STDMulti","SUMOneway","BikeClass01","BikeClass02","BikeClass03","BikeClassAll","AG112","AG117","AG012","AG017","NbrRaisedCrosswalk","SpeedHumpkm","NbrTrafficCircles","NbrMidBlockNarrowings","NbrCurbExtension","NbrDiverter","NbrCrosswalk","NbrFlashingCrosswalk","NbrSpeedActivatedSign","active_t_prop","city","pop_den","child_den","road_den","multihome_den","immigrant_den","density_intersections","proportion_industrial_area","density_pre_1960_houses","proportion_government_area","proportion_commercial_area","density_major_roads","density_bicycle_class","density_curb_extensions","myid","active_t"
"59",0.480497721984227,0,1,0,0,1,8,24,0.053,1,0,0.125,1,1,0,0,0,0,1,0.5,1,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0.25,0,0,1,0.25,0,0.125,0,0,0,0,264,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,2018,"CAL",132,3,0,1,2.134069178,2.201865413,22.52760629,4.552156294,29.28162799,NA,NA,0.47036793,0.163350126,1.500351138,NA,1047.207944,0.003533946,8718.285395,8515.788621,767.0616384,1.103803404,0,7.522291385,0,7.522291385,1316.507798,1910.690477,1405.455779,1999.638458,0,NA,0,0,0,0,3,1,0,0.482352941176471,"Calgary",4085.28715229868,937.007327885226,13.7210303638995,359.436163694971,490.709464714456,61.8536649892987,NA,0.00165596599980509,NA,NA,2.13308750293942,3.52485826727028,0,"LAV2799",96
"60",0.285318238275449,0,1,0,1,1,4,49,0.102,4,1,1,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,1,0.25,0,0,1,1,1,1,1,1,155,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,2018,"CAL",578,22,0,10,7.438098497,NA,106.4911321,8.293707428,NA,NA,0.179741292,0.191805526,0.940555732,6.056290197,0.069705761,1402.52423,2768.235079,25693.83567,24422.63198,3398.758626,2.390494566,1.857788958,9.316199693,1.718742682,12.89273133,3185.470619,4485.725601,3481.812657,4782.067639,0,2.817067469,0,0,0,0,13,6,0,0.216867469879518,"Calgary",3454.35539477772,642.915341996176,NA,456.939179734016,188.559512967686,77.7080325345415,0.00937144903742729,372.169725920746,0.0241649518452189,NA,1.11503059973528,1.73333699939575,0,"LAV2801",28
"61",0.480497721984227,1,1,0,1,1,9,51,0.108,4,0,0.888888888888889,1,1,0,0,0,0.333333333333333,1,0.555555555555556,0,0.777777777777778,0,0,0,0,0,0,1,0.555555555555556,0,0,0,0,1,0.111111111111111,1,0.444444444444444,0,0,0,0.222222222222222,0,0.111111111111111,0,0,1,0.111111111111111,408,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,2018,"CAL",108,2,0,4,1.631764721,0.410973422,20.05319185,4.776878972,25.24104424,NA,0.028458419,0.118762221,0.190463687,1.294080365,NA,1034.841314,29.00422332,7127.797669,7381.414969,348.3377059,0.920652886,0,2.809234528,0,2.809234528,1057.734914,1503.761477,1149.093789,1595.120351,0,NA,0,0,0,0,6,2,0,0.376404494382022,"Calgary",4368.15282085021,977.543104389741,15.4685561681536,213.472997312092,634.185370404267,66.1860123644627,NA,17.7747581785107,0.0174402710352506,NA,2.92743121022531,1.7215928815267,0,"LAV2802",132
"62",0.480497721984227,0,1,0,1,1,13,58,0.124,4,0,0.307692307692308,0,0.538461538461538,0,0,0,0.0769230769230769,0,0,0,0.0769230769230769,0,0.384615384615385,0,0.384615384615385,0,0.384615384615385,0,0.230769230769231,1,0.153846153846154,0,0,1,0.0769230769230769,0,0.0769230769230769,0,0,1,0.538461538461538,0,0.153846153846154,0,0.153846153846154,1,0.461538461538462,261,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,2018,"CAL",147,2,0,3,1.9228796,NA,28.6521124,1.332985158,NA,NA,NA,0.029305494,0.336526988,1.452584345,0.104462762,231.4450935,455.8433475,6109.097105,6034.48228,991.0372214,0.394313922,0,2.999508098,0,2.999508098,753.3314898,1063.485653,806.1975075,1116.351671,0,NA,0,0,0,0,6,0,0,0.448275862068966,"Calgary",3177.05648601192,580.562439270769,NA,515.392238494808,120.363798908678,76.4478441603936,0.0543262105438115,237.062865246477,NA,NA,0.693223412427902,1.5599042696173,0,"LAV2806",53
"64",0.480497721984227,1,1,0,0,1,10,47,0.059,1,1,1,1,1,0,0.3,1,0.5,1,0.5,0,0.5,0,0,0,0,0,0,1,0.5,0,0,1,0.1,1,0.2,0,0.1,0,0.2,1,0.4,0,0.1,1,1,1,1,255,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",86,6,0,6,1.913946146,NA,22.39154697,3.69215198,NA,NA,0.121245609,0.037475387,0.186820787,1.490157092,0.078247275,368.2848411,333.1710379,6416.040523,6438.843566,742.4783267,0.302373717,0,0.1301854,0,0.1301854,718.4251881,1003.767332,788.9540483,1074.296192,0,NA,0,0,0,0,6,2,0,0.379310344827586,"Calgary",3352.25760474454,561.299070115006,NA,387.930626079382,192.421736562278,44.9333436992119,0.0408826941988576,174.075450657952,0.0633484955955495,NA,1.92907830124495,0.06801936421883,0,"LAV2807",172
"65",0.480497721984227,0,1,0,1,1,9,57,0.027,3,1,1,1,1,0,0,0,0.222222222222222,1,0.777777777777778,0,0.777777777777778,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0.111111111111111,1,0.111111111111111,0,0.222222222222222,0,0,0,0,0,0.222222222222222,0,0.222222222222222,0,0,368,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2018,"CAL",91,3,0,2,1.286594246,NA,16.88933118,2.777342806,NA,NA,0.012781825,0.036089211,0.342218629,0.863086592,0.032417985,0,10.46016709,2672.684525,2688.704828,72.24577037,0.234522368,0,0.169751035,0,0.169751035,359.2626937,533.4123354,367.3314088,541.4810505,0,NA,0,0,0,0,4,3,0,0.406666666666667,"Calgary",2077.33287577597,420.863883219947,NA,56.1527230473872,0,70.7293696384213,0.0251967433406352,8.13012114932154,0.00993462005580895,NA,2.15867808723279,0.131938282428787,0,"LAV2808",38
"66",0.285318238275449,1,1,0,1,1,3,46,0.076,2,0,0.666666666666667,1,1,1,0.666666666666667,1,1,0,0,0,0.666666666666667,0,0,0,0,0,0,1,0.666666666666667,0,0,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0,0,1,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0,0,149,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,2018,"CAL",414,14,0,4,5.395545885,NA,59.41977179,11.702708,NA,NA,0.103832964,0.787469099,0.508945965,3.937337226,0.057960623,1025.258505,1119.159419,16378.4263,16149.27759,2063.18631,2.849202067,0,8.103944011,0,8.103944011,1927.758802,2718.689875,2119.954773,2910.885846,0,0.344956568,2,0,0,0,5,4,0,0.164556962025316,"Calgary",3035.54573514669,539.49793182048,NA,382.386945449913,190.019420991357,76.7299563054314,0.010742309348371,207.422834103097,0.0192441999777377,NA,2.16895718235561,1.50196925088331,0,"LAV2809",73
"67",0.480497721984227,0,1,0,1,1,12,29,0.041,1,0,0.333333333333333,0,0.833333333333333,0,0,0,0.25,1,0.583333333333333,0,0.75,0,0.0833333333333333,0,0,0,0,0,0.166666666666667,0,0,0,0,1,0.166666666666667,1,0.333333333333333,0,0.0833333333333333,0,0.0833333333333333,0,0.25,1,0.5,0,0,661,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2018,"CAL",179,2,0,2,2.470053261,NA,28.1050057,1.993361327,NA,NA,NA,0.057051847,0.717850396,1.695151021,NA,339.895727,0,6560.201261,6591.400074,252.36785,1.423829836,0,5.920971448,0,5.920971448,794.0035704,1187.720977,839.9508318,1233.668238,0,NA,0,0,0,0,2,0,0,0.23936170212766,"Calgary",2655.8946580545,499.45005538081,NA,102.171015493742,137.606638839194,72.4680729870302,NA,0,NA,NA,0.807011475612064,2.39710274328372,0,"LAV2810",50
"70",0.59793070477151,0,1,0,0,1,7,51,0.229,4,1,1,1,1,0,0.428571428571429,0,0.428571428571429,1,0.714285714285714,0,0.714285714285714,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,1,0.285714285714286,1,0.285714285714286,0,0,1,0.714285714285714,0,0.285714285714286,0,0.142857142857143,0,0,529,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,2018,"CAL",56,3,0,1,0.776040976,1.146891468,9.687917217,2.082115666,12.91692435,NA,NA,0.059438661,0.053679676,0.662922638,NA,650.510822,0.957036507,4069.760779,3948.741361,165.2985408,1.290576277,0,0.966472514,0,0.966472514,696.4517426,956.1299812,753.2106359,1012.888875,0,NA,0,0,0,0,2,2,0,0.585585585585586,"Calgary",5244.26016777753,1305.20024885902,16.6446421638437,213.002336103448,838.242879071891,72.1611380479476,NA,1.23322934818844,NA,NA,2.68299707153608,1.24538850896966,0,"LAV2811",66
"71",0.480497721984227,0,1,0,0,1,5,40,0.051,1,0,0.8,1,1,0,0,1,0.6,1,1,1,1,0,0,0,0,0,0,1,0.8,0,0,0,0,1,0.2,1,0.6,1,0.4,0,0.2,0,0.2,1,0.8,0,0,359,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,2,2018,"CAL",102,4,0,1,1.448884054,NA,19.45070546,1.515649559,NA,NA,0.013429219,0.027088552,0.206087995,1.054434587,0.147843694,332.1106772,19.73817927,4739.611741,4537.545003,51.71139664,0.81064577,0,2.046758298,0.981712748,3.028471046,828.8225275,1112.9104,898.4160819,1182.503954,0,NA,0,0,0,0,1,0,0,0.556213017751479,"Calgary",3271.2153383945,816.148090480675,NA,35.6905002144499,229.218256825401,70.399007925033,0.102039699858551,13.6230219495535,0.00926866367458828,NA,1.04608064034916,2.09020938400085,0,"LAV2814",75
"72",0.480497721984227,0,1,0,1,0,5,42,0.053,1,1,1,1,1,0,0,0,0.2,0,0.4,0,0.6,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0.2,1,0.6,0,0,0,0,0,0.2,0,0,1,0.4,239,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,2018,"CAL",112,2,0,2,1.861218294,0.086308436,20.18260776,4.628254186,24.89717039,NA,NA,0.088315683,0.291405558,1.169037099,0.307619388,194.9404031,35.15091564,5359.975874,5338.063296,82.16131314,1.534309524,0,2.155897031,0,2.155897031,640.4239259,950.8631618,688.1807731,998.6200091,0,NA,0,0,0,0,3,1,0,0.517857142857143,"Calgary",2879.82118555299,536.541045356822,13.3768137086665,44.14383493052,104.738065238467,60.1756389140671,0.165278510850485,18.885971491531,NA,NA,2.48667993481478,1.15832572565505,0,"LAV2815",52
"73",0.480497721984227,0,1,0,0,1,4,44,0.06,1,1,1,1,1,0,0.25,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,1,0.25,1,0.25,1,0.5,1,0.25,1,0.5,1,0.5,1,1,1,1,256,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",164,9,0,3,2.149561504,NA,30.41054519,2.024192648,NA,NA,0.037607321,0.070559298,0.268693366,1.684555404,0.088146147,703.028378,752.3287641,8357.733824,8129.752273,1305.964816,0.473439155,0,0.896652863,0,0.896652863,1147.517678,1549.257513,1249.880368,1651.620203,0,0.031653421,0,0,0,0,4,4,0,0.39622641509434,"Calgary",3888.11104425138,768.352149927598,NA,607.549406504444,327.056646991386,76.2946301814679,0.0410065712639409,349.991736779819,0.0174953454134802,NA,0.941677009117112,0.417132918193533,0,"LAV4401",3
"75",0.480497721984227,0,1,0,1,1,6,62,0.104,4,1,1,1,1,0,0,1,0.5,1,0.666666666666667,0,0.666666666666667,0,0.166666666666667,0,0,0,0,0,0.166666666666667,1,0.333333333333333,0,0,1,0.166666666666667,1,0.333333333333333,1,0.333333333333333,1,0.666666666666667,0,0.166666666666667,1,1,1,1,374,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,3,2018,"CAL",111,7,0,1,1.150500093,NA,16.82257242,0.382165885,NA,NA,NA,0.032983798,0.267326088,0.850050786,0.000139418,407.4805854,128.9295303,5060.380199,4972.89738,324.9240736,0.382165885,0,1.980001585,0,1.980001585,824.316089,1139.439483,880.9600099,1196.083404,0,NA,0,0,0,0,0,1,0,0.488636363636364,"Calgary",4398.41789652076,1039.62043226015,NA,282.419858613606,354.176925216468,96.4797835961583,0.000121180346571254,112.06390254503,NA,NA,0.332173710654363,1.72099211207973,0,"LAV4403",2
"76",0.480497721984227,0,1,0,0,1,7,54,0.067,3,0,0.571428571428571,1,1,0,0.142857142857143,0,0.142857142857143,1,0.571428571428571,1,1,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,1,0.428571428571429,0,0,0,0.142857142857143,0,0.142857142857143,1,1,1,1,534,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",199,5,0,4,2.945044064,2.058676645,28.89106519,4.315353424,35.26509526,NA,NA,0.64257049,0.213140794,1.741714913,0.338677371,1404.321845,0,10110.66055,9407.201991,344.6415312,0.620334097,0,4.723829357,0,4.723829357,1979.4531,2827.25149,2107.760193,2955.558583,0,NA,0,0,0,0,5,2,0,0.694980694980695,"Calgary",3433.11010982551,1003.57024165734,11.974386288843,117.02423587235,476.842388257047,67.5711451765905,0.114999084441543,0,NA,NA,1.46529333015779,1.60399276015722,0,"LAV4406",8
"78",0.480497721984227,0,1,1,0,1,5,37,0.041,1,0,0.6,1,1,0,0,0,0,1,0.8,0,0.8,0,0,0,0,0,0,0,0.4,1,0.2,0,0,0,0,0,0.2,1,0.6,1,0.6,0,0.4,1,0.6,0,0,487,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,2018,"CAL",229,4,0,2,4.017192436,4.071078226,34.88728115,3.15403875,42.11239813,NA,NA,2.027263907,NA,NA,1.395341927,774.6151835,7.46190512,11017.78905,6797.919258,587.4230274,11.48249039,0,12.17765916,0,12.17765916,2382.468522,2921.998688,2639.14091,3178.671076,0,NA,0,0,0,0,3,1,0,0.621145374449339,"Calgary",2742.65901510325,791.266817968289,10.4830422741541,146.227256164235,192.825012951408,57.0049863551023,0.347342565542957,1.85749257444833,NA,NA,0.785135091297877,3.03138556442308,0,"LAV4415",38
"79",0.480497721984227,0,1,0,0,1,6,15,0.04,1,0,0.666666666666667,1,1,0,0,0,0.166666666666667,1,0.833333333333333,1,1,0,0,0,0,0,0,0,0.333333333333333,1,0.333333333333333,1,0.166666666666667,1,0.166666666666667,1,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,0,650,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,2018,"CAL",204,3,0,2,3.549697314,3.690528112,37.8421613,5.405772724,46.93846214,NA,NA,0.778234222,NA,NA,2.669913113,195.3571078,0,3320.53959,1059.066296,109.2634348,17.7523844,0,5.973883194,0,5.973883194,803.6772297,955.9184231,895.0920626,1047.333256,0,NA,0,0,0,0,6,0,0,0.540453074433657,"Calgary",935.443024086532,295.048609319256,13.2232294722355,30.781056843654,55.0348636852815,57.4696888085146,0.752152332107267,0,NA,NA,1.52288272655802,1.68292749087056,0,"LAV4417",14
"80",0.480497721984227,0,1,0,0,1,9,30,0.053,1,0,0.888888888888889,1,1,0,0,0,0.222222222222222,1,0.888888888888889,1,1,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0.111111111111111,1,0.111111111111111,0,0.111111111111111,0,0,1,0.444444444444444,0,0.222222222222222,0,0.222222222222222,0,0,586,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,3,2018,"CAL",233,4,0,3,2.668776548,NA,39.26580232,0.294781589,NA,NA,NA,0.307124035,0.081048996,2.276057153,NA,1027.616718,0,12026.07769,10812.6785,231.0203456,0.375856414,0,4.809824252,0,4.809824252,2535.229127,3400.8942,2730.182756,3595.847829,0,0.108871388,0,0,0,0,5,3,0,0.246153846153846,"Calgary",4506.21379261311,1347.37688387391,NA,86.5641395766642,385.051614294986,87.3059230734817,NA,0,NA,NA,0.110455702715505,1.80225813794884,0,"LAV4421",31
"81",0.480497721984227,0,1,0,0,1,4,31,0.027,1,0,0.75,1,1,0,0.25,1,0.5,0,0.25,0,0.75,0,0,0,0,0,0,1,0.5,1,0.25,1,0.25,1,0.25,1,0.25,0,0,1,0.5,1,0.75,1,0.5,1,0.25,464,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,2018,"CAL",204,7,0,1,2.816188813,1.213166525,31.40098122,7.749960159,40.3641079,NA,NA,0.317181186,0.147904481,2.348240521,NA,605.9091484,0.007838368,10917.8859,10518.84603,424.1666776,3.175495282,0,8.087181739,0,8.087181739,2280.044921,3000.897225,2431.190897,3152.043201,0,NA,0,0,0,0,2,3,0,0.589430894308943,"Calgary",3876.83022161057,1119.25847672203,14.3328841140454,150.617272408006,215.152175025702,72.4383248233576,NA,0.00278332474151477,NA,NA,2.75193201649864,2.8716759691922,0,"LAV4423",2
"82",0.480497721984227,0,1,0,1,0,6,15,0.032,1,0,0.5,1,1,0,0,0,0.166666666666667,1,0.833333333333333,1,1,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,1,0.166666666666667,1,0.5,0,0,0,0,0,0,1,1,1,1,193,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,2018,"CAL",126,0,0,1,1.409885806,NA,16.98058143,1.418243844,NA,NA,NA,0.027416618,0.399297641,0.983171533,NA,103.0505807,0,3998.395952,4072.196243,0.241449312,0.150698904,0,4.189426471,0,4.189426471,381.4766014,686.9324039,385.5102869,690.9660894,0,NA,0,0,0,0,1,0,0,0.216,"Calgary",2835.97149143865,490.08656336526,NA,0.171254516481032,73.0914378040061,89.3689399976838,NA,0,NA,NA,1.00592816663905,2.97146510247228,0,"LAV4424",0
"84",0.480497721984227,0,1,0,1,1,10,36,0.042,1,0,0.8,1,1,0,0.1,0,0.3,0,0.4,0,0.8,0,0.1,0,0.3,0,0.3,0,0.3,0,0,1,0.3,1,0.1,1,0.4,0,0,1,0.4,0,0.3,0,0,0,0,364,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,3,2018,"CAL",227,7,0,3,2.597121781,NA,35.29856393,5.299588578,NA,NA,NA,0.06469764,0.198616169,0.097649547,2.047324421,1121.562163,0.09804342,12287.32895,7364.126222,139.3344857,6.72844133,0,8.981612374,0,8.981612374,2741.76435,3345.398674,3031.565875,3635.200199,0,NA,0,0,0,0,3,0,0,0.361702127659574,"Calgary",4731.13314896957,1399.70340458979,NA,53.6495772817979,431.848121718864,87.4044496722043,0.788305129154049,0.0377507981016775,NA,NA,2.04056221651625,3.45829465514771,0,"MTL1244",116
"85",0.480497721984227,0,1,0,0,1,5,72,0.042,3,1,1,1,1,0,0,0,0.2,0,0.4,1,1,0,0,0,0,0,0,1,0.6,0,0,0,0,1,0.2,0,0,0,0,0,0.2,0,0.4,1,1,1,1,556,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",221,7,0,3,2.610084895,NA,32.95747941,6.225162662,NA,NA,NA,0.070461457,0.200433459,0.097649547,2.051473406,1128.295391,0.087392202,12330.89158,7421.266154,154.6300695,6.551131208,0,8.981612374,0,8.981612374,2746.29006,3351.99069,3036.520458,3642.221087,0,NA,0,0,0,0,3,0,0,0.723735408560311,"Calgary",4724.32586527037,1395.44161723521,NA,59.2433103598341,432.283023882256,84.6715754048299,0.785979570982499,0.0334825132191725,NA,NA,2.38504221603106,3.44111886598233,0,"MTL1252",185
"86",0.480497721984227,0,1,0,0,1,4,39,0.042,1,0,0.5,1,1,0,0.25,0,0.25,1,0.75,0,0.75,0,0,0,0,0,0,1,0.75,0,0,0,0,1,0.25,0,0,1,0.25,0,0,0,0.25,0,0,1,0.25,229,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,2018,"CAL",107,2,0,2,1.884696806,NA,19.56096006,3.875960387,NA,NA,NA,0.445119055,0.141792475,1.196013991,0.069866647,373.238643,19.70535485,6223.747841,6220.57971,284.7320837,0.416595327,0,1.666772492,0,1.666772492,808.319714,1087.826209,861.6825822,1141.189078,0,NA,0,0,0,0,3,1,0,0.380530973451327,"Calgary",3302.25414569944,605.502738884569,NA,151.075803170858,198.036438440274,56.7730574272539,0.0370704968446792,10.4554508647053,NA,NA,2.05654319286834,0.884371686041898,0,"MTL1254",97
"87",0.480497721984227,0,1,0,0,1,6,33,0.047,1,0,0.5,1,1,0,0,0,0.333333333333333,1,0.666666666666667,1,1,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0.166666666666667,1,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0.166666666666667,0,0,545,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,2018,"CAL",334,6,0,3,4.797583554,NA,46.54217447,12.28300676,NA,NA,NA,0.600369887,1.212926808,0.456347651,2.471045342,1649.366924,9.51944279,16785.54564,15303.11052,832.0623467,1.669038732,0,9.472953204,0,9.472953204,3231.714939,4298.780201,3450.399661,4517.464923,0,0.046041688,0,0,0,0,5,3,0,0.490706319702602,"Calgary",3498.75003761112,941.612558104079,NA,173.433633272789,343.791182672543,69.6183810538383,0.515060407846312,1.98421615441447,NA,NA,2.56024863803758,1.97452594569237,0,"MTL1261",201
"88",0.59793070477151,0,0,0,0,1,12,28,0.039,1,0,0.666666666666667,0,0.833333333333333,0,0.0833333333333333,0,0.25,1,0.75,0,0.916666666666667,0,0,0,0,0,0,0,0.416666666666667,0,0,1,0.166666666666667,1,0.0833333333333333,0,0.166666666666667,0,0,0,0.166666666666667,0,0.25,0,0,0,0,453,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,2018,"CAL",210,3,0,2,2.246299192,NA,31.09795763,6.319321487,NA,NA,NA,0.058342703,0.083163135,0.168713134,1.936080217,960.676457,9.891892837,11763.38714,10701.76313,312.027887,0.636145128,0,7.982015204,0,7.982015204,2301.610849,3071.567696,2443.647446,3213.604293,0,0.251896513,0,0,0,0,4,2,0,0.32972972972973,"Calgary",5236.78554570748,1430.62166627,NA,138.907536498816,427.67074859011,93.4871012498677,0.861897748926404,4.40363993907362,NA,NA,2.81321451278873,3.55340696930634,0,"MTL1266",54
"89",0.480497721984227,0,1,0,0,1,2,47,0.021,1,1,1,1,1,1,0.5,1,0.5,1,0.5,0,0.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5,1,1,0,0,1,0.5,1,0.5,1,1,1,1,392,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,3,2018,"CAL",236,10,0,3,2.829094983,NA,31.15423675,10.08209008,NA,2.00938e-05,0.114119376,0.134045132,0.364463509,2.109041819,0.107405066,349.8931968,71.08809662,7418.476267,7095.782046,888.1714005,1.326763385,0,2.935561829,0,2.935561829,859.7966824,1165.417912,915.0615007,1220.68273,0,NA,0,0,0,0,3,2,0,0.478468899521531,"Calgary",2622.20827210735,431.474636707169,NA,313.941881003293,123.676723087243,83.4189030124903,0.0379644609478988,25.127504395281,0.0403377676202963,7.10255403962872e-06,3.56371565485894,1.03763282839203,0,"MTL1269",127
"90",0.480497721984227,0,1,0,0,1,7,49,0.066,3,0,0.714285714285714,1,1,0,0.142857142857143,0,0.285714285714286,1,0.571428571428571,0,0.857142857142857,0,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0.166666666666667,0,0.285714285714286,1,1,1,1,510,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,2,2018,"CAL",131,2,0,1,1.802015057,NA,20.49829837,4.203252017,NA,NA,NA,0.510043595,NA,NA,1.29197146,333.0111131,0,5899.819405,3896.094482,74.56349567,3.743992888,0,5.761706957,0,5.761706957,1360.080638,1671.241459,1491.123528,1802.284349,0,NA,0,0,0,0,4,0,0,0.409090909090909,"Calgary",3274.01226869993,1000.14943937286,NA,41.377842754618,184.799295547729,72.6963958992047,0.716959303409417,0,NA,NA,2.33252879917529,3.19736893130744,0,"MTL1272",290
"91",0.480497721984227,0,1,0,1,1,7,41,0.051,1,0,0.571428571428571,0,0.857142857142857,0,0,0,0.142857142857143,1,0.714285714285714,1,1,0,0,0,0,0,0,0,0.285714285714286,0,0,1,0.142857142857143,1,0.142857142857143,0,0,0,0,1,0.428571428571429,0,0.285714285714286,1,1,1,1,523,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,3,2018,"CAL",239,2,0,1,2.887186726,3.381731625,31.34434701,4.990569299,39.71664794,NA,NA,1.31871936,NA,0.08512991,1.48333749,1486.467235,0,12816.1637,7686.433585,852.1053647,7.827464074,0,7.890627858,0,7.890627858,2679.058037,3452.210246,2902.233463,3675.385672,0,NA,0,0,0,0,4,0,0,0.294964028776978,"Calgary",4438.97985003413,1272.99895046691,13.7561757202399,295.133444964446,514.849705290589,82.7795437848657,0.513765693310409,0,NA,NA,1.72852322091204,2.73298148226524,0,"MTL1282",279
